"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"BERTSCH SUBDIVISION WATER ASSN","","","","100","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BETHANY LUTHERAN W.S.","","","","75","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"BETHEL COMMUNITY","","","","30","Ground water","NORTHWEST WATER SYSTEMS INC
PO BOX 123
PORT ORCHARD, WA 98366-0123","","","Kitsap"
"BETHEL EAST","","","","127","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"BETHEL GREEN ACRES WATER ASSN","","","","788","Ground water","PO BOX 4760
SPANAWAY, WA 98387","","","Pierce"
"BETHEL RANCHETTES MUTUAL WATER CO","","","","65","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"BETHEL WATER CO","","","","270","Ground water","2820 Benjamin Ct SE
Olympia, WA 98501","","","Pierce"
"BEULAH PARK COMMUNITY","","","","106","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","King"
"BEVERLY BEACH HOMEOWNERS","","","","50","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"BEVERLY BEACH IMPROVEMENT CLUB","","","","56","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","Island"
"BEVERLY WATER DISTRICT","","","","120","Ground water","PO Box 294
Beverly, WA 99321","","","Grant"
"BEVIN LAKE REST AREA","","","","443","Ground water","1411 RUSH RD
Chehalis, WA 98532","","","Lewis"
"BIBLE BAPTIST CHURCH","","","","161","Ground water","1701 HARNS RD
OAK HARBOR, WA 98277","","","Island"
"BIG BEND LANDOWNERS ASSOCIATION","","","","399","Ground water","PO Box 1593
Monroe, WA 98272","","","Snohomish"
"BIG CEDARS COUNTY PARK","","","","32","Ground water","PO Box 1009
Stevenson, WA 98648","","","Skamania"
"BIG CREEK CAMPGROUND","","","","40","Ground water","10024 US Highway 12
Randle, WA 98377","","","Lewis"
"BIG CREEK CAMPGROUND OLYMPIC NF","","","","53","Ground water","1835 BLACK LK BLVD SW STE A
OLYMPIA, WA 98512-5623","","","Mason"
"BIG FIR CAMPGROUND","","","","36","Ground water","5515 N E 259TH ST
RIDGEFIELD, WA 98642","","","Clark"
"BIG Y CAFE","","","","180","Ground water","
,  ","","","Chelan"
"BILL POINT WATER","","","","203","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"BILLINGTON","","","","34","Ground water","24327 204th Ave SE
Maple Valley, WA 98038-8643","","","King"
"BINGEN WATER DEPT","","","","1,758","Surface water purchased","PO Box 607
Bingen, WA 98605","","","Klickitat"
"BIRCH BAY WATER & SEWER DISTRICT","","","","10,235","Ground water purchased","7096 Pt Whitehorn Rd
Birch Bay, WA 98230-9675","","","Whatcom"
"BIRCHFIELD 207","","","","38","Ground water","921 C Middlefork Rd
Onalaska, WA 98570","","","Lewis"
"BIRD DOG FAMILY LTD PARTNERSHIP II","","","","186","Ground water","PO Box 3041
Othello, WA 99344","","","Adams"
"BIRD ELECTRIC","","","","61","Ground water","22930 STOTTLEMEYER RD NE
POULSBO, WA 98370","","","Kitsap"
"BISCAY DUPLEXES-675","","","","36","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Thurston"
"BISHOP ROAD MACHINE","","","","40","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"BJ Lincoln Rock","","","","106","Ground water","PO Box 40
Rock Island, WA 98850","","","Douglas"
"BJS Food and Fuel 2","","","","321","Ground water","PO Box 40
Rock Island, WA 98850","","","Chelan"
"BLACK BEACH RESORT","","","","15","Ground water","80 Black Beach Rd
Republic, WA 99166","","","Ferry"
"BLACK DIAMOND WATER DEPT","","","","2,251","Ground water","PO BOX 599
BLACK DIAMOND, WA 98010","","","King"
"BLACK DIAMOND WATER DISTRICT","","","","447","Surface water","PO BOX 1221
PORT ANGELES, WA 98362","","","Clallam"
"BLACK LAKE ACRES","","","","104","Ground water","4449 77th Ave SW
Olympia, WA 98512","","","Thurston"
"BLACK LAKE BIBLE CAMP & CONF CTR","","","","477","Ground water","6521 FAIRVIEW RD SW
OLYMPIA, WA 98512","","","Thurston"
"BLACK LAKE ESTATES","","","","318","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Thurston"
"BLACK LAKE GROCERY","","","","203","Ground water","4409 Black Lake Blvd. SW.
Olympia, WA 98512","","","Thurston"
"BLACK LAKE WATER CO LLC","","","","174","Ground water","5446 BLACK LK BLVD SW
OLYMPIA, WA 98512","","","Thurston"
"BLACK MOUNTAIN RANCH","","","","72","Ground water","PO Box 1883
Maple Falls, WA 98226","","","Whatcom"
"BLACK ROCK CREEK PRO SHOP","","","","32","Ground water","633 Yakima Valley Hwy PMB #128
Sunnyside, WA 98944","","","Yakima"
"BLACKMANS LAKE WATER DISTRICT","","","","93","Surface water purchased","2000 Lake Ave.
Snohomish, WA 98290-1031","","","Snohomish"
"BLAINE CITY OF","http://www.cityofblaine.com/DocumentCenter/View/7597","http://www.cityofblaine.com/index.aspx?NID=103","","6,319","Ground water","1200 Yew Ave
Blaine, WA 98230","","","Whatcom"
"BLAKE ISLAND STATE PARK WTR","","","","2,260","Ground water","3540 NE. Sylvan Way
Bremerton, WA 98310","","","Kitsap"
"BLAKELY IS. MAINTENANCE COMMISSION","","","","333","Surface water","PO Box 5325
Blakely, WA 98222","","","San Juan"
"BLALOCK ORCHARD DIST 10","","","","250","Ground water","PO Box 392
Walla Walla, WA 99362","","","Walla Walla"
"BLALOCK ORCHARDS DIST 12","","","","205","Ground water purchased","1076 Newtown Road
Walla Walla, WA 99362","","","Walla Walla"
"BLANCHARD EDISON WATER ASSN. INC.","","","","1,480","Ground water","PO Box 38
Bow, WA 98232","","","Skagit"
"BLOEDEL RESERVE","","","","384","Ground water","PO Box 555
Suquamish, WA 98392-0555","","","Kitsap"
"BLU-SHASTIN RV PARK","","","","47","Ground water","3300 HWY 97
PESHASTIN, WA 98847","","","Chelan"
"BLUE BEAR PARK","","","","60","Ground water","261 SE CRAIG RD
SHELTON, WA 98584-8600","","","Mason"
"BLUE EARTH FARMS","","","","204","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"BLUE HERON","","","","56","Ground water","4935 MUD BAY RD NW
OLYMPIA, WA 98502","","","Thurston"
"BLUE HERON CONDOMINIUMS","","","","67","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"BLUE HORIZON WATER COMPANY","","","","402","Ground water","PO Box 44427
Tacoma, WA 98448","","","Pierce"
"BLUE LAKE RESORT","","","","146","Ground water","PO Box 2061
Moses Lake, WA 98837","","","Grant"
"BLUE LAKE REST AREA","","","","263","Ground water","804 Basin Ave
Ephrata, WA 98823","","","Grant"
"BLUE LAKE SUMMER HOMES WATER ASSN","","","","34","Ground water","PO Box 86
Ephrata, WA 98823","","","Grant"
"BLUE MOUNTAIN HOMESITES","","","","12","Ground water","PO Box 21
Anatone, WA 99401","","","Asotin"
"BLUE SKY COUNTRY FARMS","","","","44","Ground water","PO Box 123
Port Orchard, WA 98366","","","Spokane"
"BLUEBERRY HILL","","","","56","Ground water","PO Box 766
Clinton, WA 98236","","","Island"
"BLUESLIDE RESORT","","","","46","Ground water","15807 N. Sycamore
Mead, WA 99021","","","Pend Oreille"
"BLUEWOOD SKI AREA","","","","532","Ground water","PO Box 167
Dayton, WA 99328","","","Columbia"
"BOGACHIEL STATE PARK","","","","783","Ground water","185983 Hwy 101
Forks, WA 98331","","","Clallam"
"BOISTFORT VALLEY","","","","2,389","Surface water","PO Box 269
Adna, WA 98522-0269","","","Lewis"
"BOLDUC COMMUNITY","","","","19","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"BON AIR COMMUNITY CLUB INC.","","","","160","Ground water","70 NE Midway Blvd
Oak Harbor, WA 98277","","","Island"
"BONAPARTE LAKE RESORT","","","","104","Ground water","615 Bonaparte Lake Rd
Tonasket, WA 98855","","","Okanogan"
"BONAPARTE WELL 4 - TONASKET RD","","","","15","Ground water","1 West Winesap
Tonasket, WA 98855","","","Okanogan"
"BONNEVILLE DAM POWER HOUSE 2","","","","62","Ground water","PO BOX 150
CASCADE LOCKS, OR 97014","","","Skamania"
"BONNEY LAKE WATER DEPARTMENT CITY","","","","38,307","Surface water purchased","PO Box 7380
Bonney Lake, WA 98391","","","Pierce"
"BONNIE VIEW WATER","","","","44","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"BOOKWALTER WINERY","","","","81","Ground water","894 Tulip Lane
Richland, WA 99302","","","Benton"
"BOONDOCKS TAVERN","","","","30","Ground water","PO Box 105
Black Diamond, WA ","","","King"
"BOOTS & SADDLES-662","","","","150","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Pierce"
"BORTON & SONS INC","","","","551","Ground water","2550 Borton Rd
Yakima, WA 98903","","","Yakima"
"BOSTON HARBOR","","","","1,147","Ground water","9605 Tilley Rd. South
Olympia, WA 98512","","","Thurston"
"BOTHELL WATER CITY OF","","","","30,060","Surface water purchased","21233 20th AVE SE
Bothell, WA 98021","","","King"
"BOULDER CAVE/NACHES RD","","","","65","Ground water","10237 Hwy 12
Naches, WA 98937","","","Yakima"
"BOX CANYON","","","","3,099","Surface water","55210 238th Ave E
Ashford, WA 98304","","","Pierce"
"BOXX BERRY FARM WATER SYSTEM","","","","152","Ground water","6211 Northwest Rd
Ferndale, WA 98248","","","Whatcom"
"BOYER PARK & MARINA","","","","37","Ground water","302 N Mill St
Colfax, WA 99111","","","Whitman"
"BPO ELKS LODGE #2467","","","","34","Ground water","PO Box 220
Shelton, WA 98584","","","Mason"
"BRADLEY DENNY","","","","66","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"BRADSHAW ADDITION WATER SYSTEM","","","","14","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"BRADY FOOD MART","","","","30","Ground water","595 MONTE ELMA RD
MONTESANO, WA 98563","","","Grays Harbor"
"BRADYS OYSTERS","","","","58","Ground water","1411 Fowler Rd
Raymond, WA 98577","","","Grays Harbor"
"BRANDT POINT","","","","29","Ground water","PO BOX 92
SEQUIM, WA 98382","","","Clallam"
"BRAUNWOOD ESTATES","","","","30","Ground water","25 W Main
Auburn, WA 98001","","","King"
"BRAYS LANDING WATER USERS","","","","228","Ground water","305 Olds Station Rd
Wenatchee, WA 98801","","","Douglas"
"BRAZEAU MOBILE HOME PARK","","","","18","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"BREMERTON CITY OF","http://BremertonWA.gov/drinkingwaterreport","http://BremertonWA.gov/drinkingwaterreport","","63,161","Surface water","100 Oyster Bay Ave. N.
Bremerton, WA 98312","","","Kitsap"
"BREMERTON WEST 517 ZONE CITY OF","","","","1,158","Ground water","100 Oyster Bay Ave. N.
Bremerton, WA 98312","","","Kitsap"
"BREWSTER CITY OF","","","","3,235","Ground water","PO Box 340
Brewster, WA 98812","","","Okanogan"
"BREWSTER FLAT DOMESTIC WATER ASSN","","","","542","Ground water","94C Mountain View Drive
Brewster, WA 98812","","","Okanogan"
"BRIANWOOD","","","","48","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"BRIARWOOD FARMS","","","","41","Ground water","PO Box 370
Rochester, WA 98579-0370","","","Thurston"
"BRIARWOOD VALLEY FARMS","","","","47","Ground water","PO Box 370
Rochester, WA 98579-0370","","","Thurston"
"BRIARWOOD WATER SYSTEM","","","","44","Ground water","2172 Norman Dr
Oak Harbor, WA 98277","","","Island"
"BRIDGE ROAD","","","","25","Ground water","PO Box 8900
Vancouver, WA 98668","","","Clark"
"BRIDGE WATER RESOURCES","","","","69","Ground water","1411 Fowler Rd
Raymond, WA 98577","","","Pacific"
"BRIDGEHAVEN COMMUNITY CLUB","","","","623","Ground water","351 N BEACH DR
PORT LUDLOW, WA 98365","","","Jefferson"
"BRIDGEPORT CITY OF","","","","2,409","Ground water","PO Box 640
Bridgeport, WA 98813","","","Douglas"
"BRIDGEPORT STATE PARK","","","","439","Ground water","1B Otto Rd
Pateros, WA 98846","","","Okanogan"
"BRIDGEVIEW HOMESITES WATER ASSN","","","","80","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BRIDLE MOOR WATER ASSOCIATION","","","","44","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BRIDLE TRAILS SOUTH WATER SYSTEM","","","","42","Ground water","26726 262nd Ave SE
Ravensdale, WA 98051","","","King"
"BRIGGS NURSERY","","","","175","Ground water","PO Box 658
Elma, WA 98541","","","Grays Harbor"
"BRIGHTON CREEK #2 WATER SYSTEM","","","","55","Ground water","Clearwater Utility Services LLC
219 Little St SW
Tumwater, WA 98512","","","Pierce"
"BRINNON BEACH PRIVATE ESTATES ASSN","","","","24","Ground water","PO Box 56
Brinnon, WA 98320","","","Jefferson"
"BRINNON GENERAL STORE","","","","259","Ground water","PO Box 639
Brinnon, WA 98320","","","Jefferson"
"BRINNON SCHOOL DISTRICT 46","","","","100","Ground water","3485 Dosewallips Rd
Brinnon, WA 98320-9645","","","Jefferson"
"BRINNON SQUARE","","","","179","Ground water","PO BOX 849
BRINNON, WA 98320-0849","","","Jefferson"
"BRINNON WATER CO INC","","","","33","Ground water","
,  ","","","Jefferson"
"BRINNONWOLD ASSOC","","","","11","Ground water","PO Box 123
Port Orchard, WA 98366","","","Jefferson"
"BRISCO POINT","","","","25","Ground water","840 East Dana Dr.
Shelton, WA 98584","","","Mason"
"BRON-YR-AUR Investments","","","","112","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BRONSON BEACH CLUB","","","","225","Ground water","PO BOX 416
TENINO, WA 98589","","","Thurston"
"BROOK POINT","","","","1","Ground water","4425 53rd Ave SW
Seattle, WA 98116","","","Mason"
"BROOKDALE OWNERS ASSOCIATION","","","","35","Ground water","16215 44TH AVE E
TACOMA, WA 98446","","","Pierce"
"BROOKHAVEN","","","","30","Ground water","PO Box 44168
Tacoma, WA 98448","","","Kitsap"
"BROOKSIDE","","","","100","Ground water","1087 Lewis River Rd PMB131
Woodland, WA 98674","","","Clark"
"BROWN CREEK CAMPGROUND HP B","","","","25","Ground water","1835 BLACK LK BLVD SW STE A
OLYMPIA, WA 98512-5623","","","Mason"
"BROWN CREEK CAMPGROUND HP C","","","","67","Ground water","1835 BLACK LK BLVD SW STE A
OLYMPIA, WA 98512-5623","","","Mason"
"BROWN TAYLOR WATER CO INC","","","","30","Ground water","PO Box 775
Selah, WA 98942","","","Yakima"
"BROWNIE KORNER","","","","213","Ground water","PO Box 305
Royal City, WA 99357","","","Grant"
"BRUCE ALLEN ORCHARDS","","","","25","Ground water","611 VAUGHN ROAD
YAKIMA, WA 98908","","","Yakima"
"BRUCE WATER SYSTEM","","","","210","Ground water","705 E Hemlock St
Othello, WA 99344","","","Adams"
"BRUCEPORT COUNTY PARK","","","","27","Ground water","211 Commercial St
Raymond, WA 98877","","","Pacific"
"BRUTUS WATER SYSTEM","","","","48","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"BT Loftus Ranches Field 19 Well","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BUCKBOARD CAFE","","","","74","Ground water","4835 Y St
Washougou, WA 98671","","","Chelan"
"BUCKLEY WATER","","","","4,700","Surface water purchased","PO  Box 1960
BUCKLEY, WA 98321","","","Pierce"
"BUCKLIN","","","","393","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Kitsap"
"BUCODA WATER DEPT","","","","579","Ground water","PO BOX 10
BUCODA, WA 98530","","","Thurston"
"BUENA VISTA COMMUNITY CLUB","","","","200","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"BUENA VISTA ESTATES","","","","42","Ground water","PO BOX 92
SEQUIM, WA 98382","","","Clallam"
"BUNK FOSS SYSTEM","","","","36","Surface water purchased","PO Box 659
Arlington, WA 98223","","","Snohomish"
"BUNKERS RESORT 1","","","","34","Ground water","36402 S Bunker Landing Rd
Cheney, WA 99004","","","Spokane"
"BURBANK HEIGHTS","","","","177","Ground water","PO Box 1006
Pasco, WA 99302-1006","","","Walla Walla"
"BURBANK IRRIGATION DISTRICT 4","","","","527","Ground water","PO Box 2368
Pasco, WA 99302","","","Walla Walla"
"BURBANK LDS CHURCH","","","","56","Ground water","1314A Goethals Dr
Richland, WA 99354","","","Walla Walla"
"BURBANK LIBRARY WATER SYSTEM","","","","38","Ground water","875 Lake Rd
Burbank, WA 99323","","","Walla Walla"
"BURBANK RANCH HOUSING","","","","48","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Kittitas"
"BURBANK SHELL","","","","120","Ground water","PO Box 105
Hermiston, OR 97838","","","Walla Walla"
"BURLEY BIBLE CHURCH","","","","176","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"BURLEY WATER ASSN","","","","45","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"BURLINGTON KOA","","","","254","Ground water","6397 N Green Rd
Burlington, WA 98233","","","Skagit"
"BURMAN ACRES WATER","","","","92","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BURNETT WATER DISTRICT","","","","109","Ground water","14513 SR 165
Buckley, WA 98321","","","Pierce"
"BURNS POINT","","","","163","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"BURNSVILLE-676","","","","183","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Thurston"
"BURNT RIDGE MX PARK","","","","78","Ground water","387 Meier Rd
Winlock, WA 98596","","","Lewis"
"BURTON WATER COMPANY INC","","","","1,053","Ground water","PO Box 1938
Vashon, WA 98070","","","King"
"BUSH POINT TERRACE COMM CLUB INC.","","","","55","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"BUSH POINT TRAC PARK INC","","","","111","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"BUSH PT SHORES COMM ASSOC INC","","","","21","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"BUTLER COVE WATER COMPANY","","","","278","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"BUTTE RANCH","","","","28","Ground water","PO Box 2829
Chelan, WA 98816","","","Chelan"
"BUTTERFIELD WATER COMPANY","","","","108","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"BYBEE CLYDE W.","","","","76","Ground water","49203 W Anderson Rd
Prosser, WA 99350","","","Benton"
"BYWATER BAY","","","","400","Ground water","310 Four Corners Rd.
Port Townsend, WA 98368","","","Jefferson"
"Babcock No. 3 Farmworker Housing","","","","25","Ground water","PO Box 394
Cle Elum, WA 98922","","","Grant"
"Babcock North Water System","","","","33","Ground water","PO Box 394
Cle Elum, WA 98922","","","Grant"
"Bainbridge Island Child Care Cntrs","","","","25","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"Baker Produce Zillah","","","","65","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"Bardin Hills Farmworker Housing","","","","36","Ground water","305 Olds Station Rd
Wenatchee, WA 98801","","","Chelan"
"Barleans","","","","163","Ground water","3660 Slater Rd
Ferndale, WA 98248","","","Whatcom"
"Barneys Corner","","","","52","Ground water","PO  BOX 127
EATONVILLE, WA 98328","","","Pierce"
"Basin City Water Sewer District","","","","1,740","Ground water","PO Box 454
Mesa, WA 99343","","","Franklin"
"Bay City Properties","","","","90","Ground water","1411 Fowler Rd
Raymond, WA 98577","","","Grays Harbor"
"Beachwood Resort","","","","50","Ground water","1411 Fowler Rd
Raymond, WA 98577","","","Grays Harbor"
"Beacon Hill East","","","","186","Surface water purchased","841 Woodside Dr
Longview, WA 98632-9136","","","Cowlitz"
"Bear Mountain Water District","","","","131","Surface water","604 Briarwood Dr
East Wenatchee, WA 98802","","","Chelan"
"Berachah at Buck Creek","","","","63","Surface water","19830 SE 328th Pl.
Auburn, WA 98092-2212","","","Pierce"
"Bertelsen Winery Water System","","","","25","Ground water","20598 Starbird Rd
Mount Vernon, WA 98274","","","Skagit"
