"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"TRINITY WATER WORKS SYSTEM","","","","2,703","Surface water purchased","
35 PRESTON DR.
TRINITY, AL 35673","256-353-3694","TRINITY","Morgan"
"TROY UTILITIES (CITY OF)","","","","21,864","Ground water","
P O BOX 549
TROY, AL 36081","334-670-6031","TROY","Pike"
"TRUSSVILLE UTILITIES","","","","36,300","Ground water","p.o. box 819
p.o. box 819
TRUSSVILLE, AL 35173","205-655-3211","TRUSSVILLE","Jefferson"
"TURNERVILLE WATER & FIRE PRO DISTRICT","","","","5,505","Ground water","
10055 CELESTE ROAD
SARALAND, AL 36571","251-679-8364","SARALAND","Mobile"
"TUSCALOOSA WATER & SEWER","http://www.ci.tuscaloosa.al.us/index.aspx?NID=90","","","172,767","Surface water","2201 University Blvd
2201 University Blvd
TUSCALOOSA, AL 35401","205-248-5805","TUSCALOOSA","Tuscaloosa"
"TUSCUMBIA WATER WORKS","","","","13,338","Surface water","
P O BOX 269
TUSCUMBIA, AL 35674","256-383-0321","TUSCUMBIA","Colbert"
"TUSKEGEE UTILITIES BOARD","","","","12,510","Surface water","
101 FONVILLE STREET
TUSKEGEE, AL 36083","","TUSKEGEE","Macon"
"TWIN WATER AUTHORITY","","","","804","Surface water purchased","6081 State Hghway 253
GUIN, AL 35563","205-430-2113","GUIN","Marion"
"TYSON FARM, INC. (BLOUNT CO.)","","","","1,600","Ground water","67240 Main Street
67240 Main Street
BLOUNTSVILLE, AL 35031","205-429-2421","BLOUNTSVILLE","Blount"
"U.S. AMINES LLC- CELANESE CHEMICALS","","","","50","Ground water","
14086 Highway 43 North
AXIS, AL 36505","251-829-3731","BUCKS","Mobile"
"UNION GROVE UTILITY BOARD","","","","2,862","Surface water purchased","
P O BOX 7
UNION GROVE, AL 35175","256-753-2211","UNION GROVE","Marshall"
"UNION SPRINGS UTIL BOARD","","","","3,945","Ground water","
P O BOX 229
UNION SPRINGS, AL 36089","334-738-3115","UNION SPRINGS","Bullock"
"UNIONTOWN UTILITIES BOARD","","","","3,894","Ground water","
P O BOX 1069
UNIONTOWN, AL 36786","334-628-2011","UNIONTOWN","Perry"
"UNIVERSITY OF ALABAMA AT BIRMINGHAM","","","","3,200","Surface water purchased","933 19TH STREET SOUTH
933 19TH STREET SOUTH
BIRMINGHAM, AL 35294","205-996-5674","BIRMINGHAM","Jefferson"
"UPPER BEAR CREEK WATER AUTHORITY","","","","0","Surface water","
P O BOX 326
HALEYVILLE, AL 35565","205-486-5930","HALEYVILLE","Marion"
"URIAH WATER SYSTEM INC.","","","","3,420","Ground water","
P O BOX 55 (124 Hwy 59)
URIAH, AL 36480","251-862-2554","URIAH","Monroe"
"US ARMY GARRISON-REDSTONE ARSENAL","","","","38,700","Surface water","US Army Garrison-Redstone Arsenal
4488 Martin Road (IMRE-PWE)
REDSTONE ARSENAL, AL 35898-5300","256-955-8230","REDSTONE ARSENAL","Madison"
"V.A.W. WATER SYSTEM, INC","","http://vawwater.com","","15,582","Surface water purchased","
PO BOX 10
VINEMONT, AL 35179","256-734-2413","VINEMONT","Cullman"
"VALLEY HEAD WATER WORKS BOARD","","","","2,928","Ground water","MR. DENNIS LEWIS, MANAGER
101 School St
VALLEY HEAD, AL 35989-0195","256-635-6527","VALLEY HEAD","DeKalb"
"VERNON WATER AND SEWER BOARD","","","","9,801","Surface water purchased","
P.O. Box 481
VERNON, AL 35592-3910","205-695-7302","VERNON","Lamar"
"VINA WATER WORKS BOARD","","","","1,263","Surface water purchased","
P O BOX 6
VINA, AL 35593","256-356-4996","VINA","Franklin"
"VINCENT WATER WORKS BOARD","","","","2,733","Ground water","MR. REX SMILEY, CHAIRMAN
P O BOX 300
VINCENT, AL 35178","205-672-2878","VINCENT","Shelby"
"WADLEY UTILITIES BOARD","","","","873","Ground water purchased","P.O. Box 9
WADLEY, AL 36276","256-395-2261","WADLEY","Randolph"
"WAGARVILLE WATER SYSTEM","","","","480","Ground water purchased","
P.O. Box 56
WAGARVILLE, AL 36585","251-246-3371","WAGARVILLE","Washington"
"WALDO WATER SYSTEM","","","","401","Surface water purchased","
39 SORGHUM LANE
TALLADEGA, AL 35160","256-362-9313","TALLADEGA, WALDO","Talladega"
"WALL STREET WATER AUTHORITY","","","","5,709","Surface water purchased","5059 Notasulga Road
5059 Notasulga Road
TALLASSEE, AL 36078","334-283-5002","TALLAPOOSA COUNTY","Tallapoosa"
"WALNUT GROVE (TOWN OF)","","","","1,164","Ground water","HON. AUTREY WORKS, MAYOR
PO BOX 100
WALNUT GROVE, AL 35990","205-589-2553","WALNUT GROVE","Etowah"
"WALNUT HILL WATER AUTHORITY","","","","11,304","Surface water purchased","7791 Highway 50
7791 Highway 50
DADEVILLE, AL 36853","256-825-9841","DADEVILLE","Tallapoosa"
"WALTER WATER AUTHORITY","","","","1,296","Surface water purchased","
PO BOX 308
HANCEVILLE, AL 35077","256-709-5919","HANCEVILLE","Cullman"
"WARRIOR RIVER WATER AUTHORITY","","","","37,263","Surface water","8900 Lock 17 Road
8900 Lock 17 Road
BESSEMER, AL 35023","205-477-5856","BESSEMER","Jefferson"
"WASHINGTON COUNTY WATER AUTHORITY","","","","2,445","Ground water","
P O BOX 217
CHATOM, AL 36518","251-847-6654","CHATOM","Washington"
"WATER WORKS, INC.","","","","579","Ground water","
3871 Pine Lane, Suite 141
BESSEMER, AL 35022","","TALLADEGA","Talladega"
"WATTSVILLE WATER AUTHORITY","","","","5,070","Ground water","4295 Old Coal City Rd, Ragland, AL 35131
P.O. Box 4
RAGLAND, AL 35182","205-338-3725","WATTSVILLE","St. Clair"
"WAYNE FARMS LLC","","","","550","Ground water","
P.O. Box 311807
ENTERPRISE, AL 36331","334-897-3435","ENTERPRISE","Coffee"
"WEAVER WATER SYSTEM","","","","6,591","Ground water","
500 ANNISTON STREET
WEAVER, AL 36277","256-820-1121","WEAVER","Calhoun"
"WEBB WATER SYSTEM","","","","1,761","Ground water","
P.O Box 127
WEBB, AL 36376","","WEBB","Houston"
"WEDOWEE WATER, SEWER, & GAS BOARD","","","","7,782","Surface water","
P.O. BOX 620
WEDOWEE, AL 36278","256-357-4716","WEDOWEE","Randolph"
"WEST AUTAUGA WATER AUTHORITY","","","","4,755","Ground water","
P O BOX 400
AUTAUGAVILLE, AL 36003","334-358-8003","AUTAUGAVILLE","Autauga"
"WEST BANK DAMSITE/GEORGE W ANDREWS","","","","30","Ground water","
1738 Powerhouse Rd
SHORTERVILLE, AL 36373","229-768-2563","SHORTERVILLE","Houston"
"WEST BANK DAMSITE/W F GEORGE LAKE","","","","30","Ground water","
1738 Powerhouse Rd
SHORTERVILLE, AL 36373","229-768-2563","SHORTERVILLE","Henry"
"WEST BARBOUR COUNTY WATER AUTHORITY","","","","1,407","Ground water","
1941 Main St.
LOUISVILLE, AL 36048","334-266-5091","CLAYTON","Barbour"
"WEST BLOCTON WATER WORKS","","","","4,140","Ground water","
P O BOX 187
WEST BLOCTON, AL 35184","205-938-7622","WEST BLOCTON","Bibb"
"WEST DALLAS CO WATER AUTHORITY","","","","3,870","Ground water","
P. O. BOX 146
SARDIS, AL 36775","334-875-5607","SARDIS","Dallas"
"WEST ESCAMBIA UTILITIES INC.","","","","12,060","Ground water","
P.O. Drawer 1296
ATMORE, AL 36504","251-368-2207","ATMORE","Escambia"
"WEST ETOWAH WATER & FIRE PRO AUTHORITY","","","","6,765","Purchased ground water under influence of surface water source","
596 GALLANT ROAD
ATTALLA, AL 35954","256-538-5947","ATTALLA","Etowah"
"WEST JEFFERSON WATER WORKS (TOWN OF)","","","","3,177","Surface water purchased","7000 WEST JEFFERSON RD.
7000 WEST JEFFERSON RD.
QUINTON, AL 35130","205-674-3219","QUINTON","Jefferson"
"WEST LAUDERDALE CO WATER & FPA","","","","14,694","Surface water purchased","
3353 CO ROAD 200
FLORENCE, AL 35633","256-766-8787","FLORENCE","Lauderdale"
"WEST LAWRENCE WATER COOP","","","","14,595","Surface water purchased","1483 COUNTY ROAD 59
1483 COUNTY ROAD 59
MOULTON, AL 35650","256-974-9114","","Lawrence"
"WEST MORGAN-EAST LAWRENCE WATER AUTHORIT","","","","30,000","Surface water","
P O BOX 2254
DECATUR, AL 35609","256-355-3746","DECATUR","Morgan"
"WESTROCK COATED BOARD, LLC","","","","700","Ground water","
P O BOX 940
PHENIX CITY, AL 36868-0940","334-855-5606","PHENIX CITY","Russell"
"WETUMPKA WATER WORKS & SEWER BOARD","","","","9,999","Surface water purchased","
PO BOX 69
WETUMPKA, AL 36092","334-567-8404","WETUMPKA","Elmore"
"WHITE HALL WATER BOARD","","","","2,250","Ground water","
989 FREEDOM ROAD
LOWNDESBORO, AL 36725","334-875-4614","WHITE HALL","Lowndes"
"WHITE HOUSE WATER SYSTEM, INC.","","","","6,852","Ground water","
11120 WHITE HOUSE FORK ROAD EXTENSION
BAY MINETTE, AL 36507","","BAY MINETTE","Baldwin"
"WHORTON BEND WATER AUTHORITY","","","","2,301","Surface water purchased","
4975 WHORTON BEND ROAD
GADSDEN, AL 35901","256-442-2806","GADSDEN","Etowah"
"WILCOX COUNTY WATER AUTHORITY","","","","6,144","Surface water purchased","
P O BOX 190 (12 Water Street)
CAMDEN, AL 36726","334-682-4208","CAMDEN","Wilcox"
"WILDERNESS RV PARK","","","","25","Ground water","
24280 PATTERSON RD
ROBERTSDALE, AL 36567","251-960-1195","ROBERTSDALE","Baldwin"
"WILLS CROSS ROADS WATER SYSTEM","","","","570","Ground water","
480 Co Rd. 36
SHORTERVILLE, AL 36373","","ABBEVILLE","Henry"
"WILSONVILLE WATER WORKS","","","","2,391","Ground water","
P O BOX 70
WILSONVILLE, AL 35186","205-669-6180","WILSONVILLE","Shelby"
"WILTON WATER WORKS","","","","2,988","Ground water","
P O BOX 159
WILTON, AL 35187","205-665-2021","WILTON","Shelby"
"WINFIELD WATER WORKS & SEWER BOARD","","","","8,631","Surface water","
P.O. Box 1740
WINFIELD, AL 35594","205-487-2700","WINFIELD","Marion"
"WISE METALS GROUP, LLC (CONSTELLIUM)","","","","2,400","Surface water","
4805 SECOND STREET
MUSCLE SHOALS, AL 35661-1256","256-386-6320","MUSCLE SHOALS","Colbert"
"WOLF CREEK WATER AUTHORITY","","","","984","Ground water purchased","
P.O. BOX 584
PELL CITY, AL 35125","205-338-6000","RIVERSIDE","St. Clair"
"WOODLAND WATER BOARD","","","","1,425","Surface water purchased","
P.O. Box 156
WOODLAND, AL 36280","256-449-2222","WOODLAND","Randolph"
"YORK WATER SYSTEM/CITY OF YORK","","","","3,435","Ground water","
P.O. BOX 37
YORK, AL 36925","205-392-5231","YORK","Sumter"
