PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Population Category,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endrin,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Diquat,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Diquat,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endothall,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endothall,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endothall,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endrin,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4-D",1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4,5-TP",1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,LASSO,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfoxide,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfone,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Atrazine,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Chlordane,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Pentachlorophenol,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzo(a)pyrene,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dalapon,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dinoseb,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
CA1010021,"MENDOTA, CITY OF",Region 9,California,Community water system,State,Ground water,Active,-,"11,104",Large,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Jan-00,31-Dec-00,Returned to Compliance,23-Feb-09,SOX,State Compliance achieved,Y,-,3,17-May-07
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,Region 2,New Jersey,Community water system,State,Surface water,Active,-,"62,349",Large,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Jan-00,31-Dec-00,Known,-,-,-,Y,-,3,8-Mar-06
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Picloram,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Simazine,1-Jan-00,31-Dec-02,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,20-Jun-03
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jan-00,31-Dec-00,Returned to Compliance,14-Apr-00,SOX,State Compliance achieved,Y,-,3,6-Mar-07
PR0002782,GARROCHALES,Region 2,Puerto Rico,Community water system,Territory,Ground water,Active,-,"5,754",Medium,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Dec-99,31-Dec-99,Known,-,-,-,-,-,2,23-Feb-00
WI4430495,OCONTO WATERWORKS,Region 5,Wisconsin,Community water system,State,Ground water,Active,-,"4,740",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Nov-99,30-Nov-99,Returned to Compliance,29-Dec-99,SIF,State Public Notification received,-,-,3,4-Mar-00
KY1180468,WHITLEY CO WATER DISTRICT,Region 4,Kentucky,Community water system,State,Surface water purchased,Active,-,"9,825",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,-,Returned to Compliance,18-Jan-00,SOX,State Compliance achieved,-,-,3,10-Mar-00
AR0000512,BARLING WATERWORKS,Region 6,Arkansas,Community water system,State,Surface water purchased,Active,-,"4,583",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,20-Oct-99,Returned to Compliance,20-Oct-99,EOX,Federal Compliance achieved,Y,-,3,18-Feb-00
KS2010312,LANSING CORRECTIONAL FACILITY,Region 7,Kansas,Community water system,State,Surface water purchased,Active,-,"3,500",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,-,Returned to Compliance,11-Jan-00,SOX,State Compliance achieved,-,-,3,3-Dec-04
LA1041006,WINNSBORO WATER SYSTEM,Region 6,Louisiana,Community water system,State,Ground water,Active,-,"5,500",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,16-Oct-00,Returned to Compliance,16-Oct-00,EOX,Federal Compliance achieved,Y,-,3,18-Feb-00
WA5375560,SALLAL WATER ASSOCIATION INC,Region 10,Washington,Community water system,State,Ground water,Active,-,"6,500",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,31-Dec-99,Returned to Compliance,31-Dec-99,EOX,Federal Compliance achieved,Y,-,3,26-Feb-00
NY0904192,CLINTON CORRECTIONAL FACILITY,Region 2,New York,Community water system,State,Ground water,Active,-,"4,900",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,24-Apr-00,Returned to Compliance,24-Apr-00,EOX,Federal Compliance achieved,Y,-,3,17-Mar-00
LA1053013,JEFF DAVIS WATER DISTRICT 4,Region 6,Louisiana,Community water system,State,Ground water,Active,-,"3,834",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,27-Nov-00,Returned to Compliance,27-Nov-00,EOX,Federal Compliance achieved,Y,-,3,18-Feb-00
MA3254000,ROWLEY WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"6,325",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,19-Oct-99,29-Jun-00,Returned to Compliance,29-Jun-00,EOX,Federal Compliance achieved,Y,-,3,28-Jul-00
GA0390001,ST. MARYS,Region 4,Georgia,Community water system,State,Ground water,Active,-,"17,270",Large,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Oct-99,-,Returned to Compliance,15-Oct-04,SOX,State Compliance achieved,-,-,3,23-Dec-03
FL4060573,"HALLANDALE BEACH, CITY OF",Region 4,Florida,Community water system,State,Ground water,Active,-,"40,000",Large,Inorganic Chemicals,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,"Thallium, Total",1-Oct-99,31-Dec-99,Known,-,-,-,-,-,2,13-Mar-01
PA3060052,CAERNARVON TWP AUTH,Region 3,Pennsylvania,Community water system,State,Ground water,Active,-,"4,245",Medium,Inorganic Chemicals,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,"Thallium, Total",1-Oct-99,30-Sep-00,Returned to Compliance,4-Jan-01,SOX,State Compliance achieved,-,-,2,1-Nov-01
IL0312520,POSEN,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"5,820",Medium,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),1-Oct-99,31-Oct-99,Known,-,SIE,State Public Notification requested,-,-,3,3-Mar-00
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Sep-99,30-Sep-99,Returned to Compliance,1-Oct-99,SIE,State Public Notification requested,N,-,3,2-Mar-00
OK3004001,LEFLORE CO. RWD #14,Region 6,Oklahoma,Community water system,State,Surface water purchased,Active,-,"9,077",Medium,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),1-Sep-99,30-Sep-99,Known,-,-,-,-,-,1,14-Apr-00
AR0000688,LAWRENCE CO REG WATER DIST,Region 6,Arkansas,Community water system,State,Surface water purchased,Active,-,"7,469",Medium,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Aug-99,31-Aug-99,Known,-,-,-,-,-,2,10-Nov-05
MA2002000,ACTON WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Groundwater under influence of surface water,Active,-,"20,890",Large,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Aug-99,31-Aug-99,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,4-Feb-00
IL0311860,MELROSE PARK,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"25,514",Large,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jul-99,-,Returned to Compliance,8-Dec-99,SOX,State Compliance achieved,-,-,3,5-Apr-00
NY3503554,PORT JERVIS CITY,Region 2,New York,Community water system,State,Surface water,Active,-,"9,000",Medium,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jul-99,31-Jul-99,Returned to Compliance,26-Feb-01,SOX,State Compliance achieved,-,-,2,30-Jun-00
DC0000002,D.C. WATER AND SEWER AUTHORITY,Region 3,District of Columbia,Community water system,State,Surface water purchased,Active,-,"632,323",Extra Large,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jul-99,-,Returned to Compliance,15-May-07,EOX,Federal Compliance achieved,-,-,3,14-Jul-04
AZ0407056,EPCOR WATER - PARADISE VALLEY/SCOTTSDALE,Region 9,Arizona,Community water system,State,Ground water,Active,-,"12,000",Large,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jul-99,31-Jul-99,Returned to Compliance,1-Aug-02,SOX,State Compliance achieved,-,-,2,6-Mar-07
AZ0407056,EPCOR WATER - PARADISE VALLEY/SCOTTSDALE,Region 9,Arizona,Community water system,State,Ground water,Active,-,"12,000",Large,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Jul-99,30-Sep-99,Returned to Compliance,9-Apr-03,SOX,State Compliance achieved,Y,-,3,6-Mar-07
OK3004001,LEFLORE CO. RWD #14,Region 6,Oklahoma,Community water system,State,Surface water purchased,Active,-,"9,077",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Jul-99,31-Jul-99,Known,-,-,-,N,-,3,14-Apr-00
NE3103701,"SCHUYLER, CITY OF",Region 7,Nebraska,Community water system,State,Ground water,Active,-,"6,211",Medium,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jun-99,30-Jun-99,Known,-,SIF,State Public Notification received,-,-,2,14-Sep-99
MD0100025,TOWN OF WALKERSVILLE,Region 3,Maryland,Community water system,State,Groundwater under influence of surface water,Active,-,"8,440",Medium,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),1-Jun-99,30-Jun-99,Returned to Compliance,1-Jul-99,SOX,State Compliance achieved,-,-,1,19-Sep-01
