Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
O FALLON,http://www.ofallon.org/Public_Documents/OFallonIL_PublicWorks/Water_Division_info/CCR_2011_Document.pdf,http://www.ofallon.org/Public_Documents/OFallonIL_PublicWorks/index,,"43,596",Surface water purchased,"CITY HALL
255 SOUTH LINCOLN AVENUE
O'FALLON, IL 62269",618-624-4500,O FALLON,St. Clair
ORANGE PARK GRID,http://www.clayutility.org/about/consumer_confidence_reports.aspx,,,"118,692",Ground water,"3176 OLD JENNINGS ROAD
MIDDLEBURG, FL 32068",904-272-5999,MIDDLEBURG,Clay
LAKE ARROWHEAD CSD,http://www.lakearrowheadcsd.com/Index.aspx?page=38,http://www.lakearrowheadcsd.com/,,"7,183",Surface water,"P.O. Box 700
LAKE ARROWHEAD, CA 92352",909-336-7102,,San Bernardino
ORLANDO UTILITIES COMMISSION (7 WPS),http://www.ouc.com/en/news_and_information_ctr/ouc_library/reports.aspx,,,"441,368",Ground water,"PO BOX 3193
ORLANDO, FL 32802",407-384-4051,ORLANDO,Orange
"PALM BAY, CITY OF",http://www.palmbayflorida.org/utilities/public/wqr.html,,,"121,160",Ground water,"250 OSMOSIS DR.
PALM BAY, FL 32909",321-952-3410,PALM BAY,Brevard
PALM BEACH COUNTY WATER UTILITIES,http://www.pbcgov.com/waterutilities/waterfacts/,,,"597,649",Ground water,"8100 FOREST HILL BLVD
P.O.BOX 16097
WEST PALM BEACH, FL 33416",561-493-6000,WEST PALM BEACH,Palm Beach
"LAKEWOOD - CITY, WATER DEPT.",http://www.lakewoodcity.org/waterquality,http://www.lakewoodcity.org/services/water/water_quality.asp,,"58,212",Ground water,"5812 ARBOR ROAD
LAKEWOOD, CA 90713",562-866-9771,LAKEWOOD,Los Angeles
ORLAND PARK,https://orlandpark.org/2019ccr,https://orlandpark.org/services/water-and-utilities,Village of Orland Park,"58,862",Surface water purchased,"15655 Ravinia Ave.
ORLAND PARK, IL 60462",708-403-6243,ORLAND PARK,Cook
PANAMA CITY WATER SYSTEM,http://www.pcgov.org/residents,,,"36,909",Surface water purchased,"501 HARRISON AVE.
PANAMA CITY, FL 32401",850-872-3164,PANAMA CITY,Bay
PALATINE,http://www.palatine.il.us/asset.aspx?AssetId=1440,http://www.palatine.il.us/departments/public_works/water/quality.aspx,,"68,957",Surface water purchased,"VILLAGE OF PALATINE PUBLIC WORKS
148 WEST ILLINOIS AVENUE
PALATINE, IL 60067",847-705-5200,PALATINE,Cook
SPOKANE CITY OF,http://www.spokanewater.org/?page_id=40,,,"227,509",Ground water,"914 E North Foothills Dr
Spokane, WA 99207-2794",,,Spokane
SPRINGFIELD CITY PWS,https://springfieldohio.gov/wp-content/uploads/2015/10/2015-Consumer-Confidence-Report.pdf,https://springfieldohio.gov/springfield-services/water-utility/,"City of Springfield, Ohio, Water Utility","59,680",Ground water,"201 EAGLE CITY RD
SPRINGFIELD, OH 45502",937-525-5880,,Clark
PCUD-PASCO COUNTY REGIONAL PWS,http://portal.pascocountyfl.net/portal/server.pt/community/utilities_services/264/home,,,"214,409",Surface water purchased,"19420 CENTRAL BLVD.
LAND O' LAKES, FL 34637",813-929-2755,NEW PORT RICHEY,Pasco
"PEMBROKE PINES, CITY OF",http://www.ppines.com/publicservices/waterquality.html,,,"168,600",Ground water,"13975 PEMBROKE ROAD
PEMBROKE PINES, FL 33027",954-518-9040,PEMBROKE PINES,Broward
LIBERTY UTILITIES (AV RANCHOS) CORP.,http://www.avrwater.com/highlightsDetail.php?recordID=29,http://www.avrwater.com,,"62,602",Ground water,"P.O. Box 7005
APPLE VALLEY, CA 92307",760-240-8327,,San Bernardino
LIBERTY UTILITIES - BELLFLOWER-NORWALK,http://www.parkwater.com/229521.ihtml,http://www.parkwater.com,,"73,209",Surface water purchased,"9750 WASHBURN ROAD
DOWNEY, CA 90241",562-319-4670,,Los Angeles
LIBERTY UTILITIES - COMPTON,http://www.parkwater.com/229521.ihtml,http://www.parkwater.com,,"24,848",Surface water purchased,"9750 WASHBURN ROAD
DOWNEY, CA 90241",562-319-4670,,Los Angeles
LIBERTY UTILITIES - LYNWOOD,http://www.parkwater.com/229521.ihtml,http://www.parkwater.com,,"24,957",Surface water purchased,"9750 WASHBURN ROAD
DOWNEY, CA 90241",562-319-4670,,Los Angeles
PINELLAS COUNTY UTILITIES,http://www.pinellascounty.org/utilities/PDF/CCR_2014.pdf,http://www.pinellascounty.org/utilities/default.htm,,"506,353",Surface water purchased,"3655 KELLER CIRCLE
TARPON SPRINGS, FL 34688",727-453-6992,CLEARWATER,Pinellas
GEORGETOWN TOWNSHIP,http://www.georgetown-mi.gov/information/waterquality.pdf,http://www.georgetown-mi.gov/water/index.html,,"36,964",Surface water purchased,"1515 BALDWIN ST
PO BOX 769
JENISON, MI 49429-0769",616-457-2340,JENISON,Ottawa
Minneapolis,http://www.ci.minneapolis.mn.us/water/,,,"423,990",Surface water,"350 South Fifth Street, Room 203
Minneapolis, MN 55415-1314",6126614923,Minneapolis,Hennepin
LOMPOC-CITY WATER UTILITY DIV,http://www1.cityoflompoc.com/departments/utilities/2010ccr.pdf,http://www.cityoflompoc.com/utilities/water/,,"40,759",Surface water,"601 East North Avenue
LOMPOC, CA 93436",805-875-8701,LOMPOC,Santa Barbara
"RALEIGH, CITY OF",http://www.raleighnc.gov/search/content/PubUtilPlants/Articles/WaterQualityReports.html,,,"603,000",Surface water,"PO BOX 590
RALEIGH, NC 27602",919-996-3479,RALEIGH,Wake
PORT ST LUCIE UTILITIES,http://www.cityofpsl.com/utility/consumer-confidence-reports.html,,,"157,943",Ground water,"900 SE OGDEN LANE
PORT ST. LUCIE, FL 34983",772-873-6400,PORT ST LUCIE,St. Lucie
TALLMADGE CITY PWS,http://tallmadge-ohio.org,,,"18,000",Surface water purchased,"46 NORTH AVE
TALLMADGE, OH 44278",330-633-0854,,Summit
"LONG BEACH-CITY, WATER DEPT.",http://www.lbwater.org/drinking_water/local_treatment.php,,,"478,561",Surface water purchased,"1800 EAST WARDLOW ROAD
LONG BEACH, CA 90807",562-570-2318,LONG BEACH,Los Angeles
"LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",http://ladpw.org/WWD/Web/waterquality/,,,"183,918",Surface water purchased,"P.O. BOX 1460
ALHAMBRA, CA 91802-1460",626-300-3300,,Los Angeles
GREEN BAY WATERWORKS,http://www.gbwater.org/gbwater/water+quality/default.asp,,,"104,057",Surface water,"GREEN BAY WATER UTILITY
631 S ADAMS ST PO BOX 1210
GREEN BAY, WI 54305-1210",,GREEN BAY,Brown
"LOS ANGELES-CITY, DEPT. OF WATER & POWER",http://www.ladwp.com/ladwp/cms/ladwp001965.jsp,,,"4,085,000",Surface water,"111 NORTH HOPE ST
ROOM 1213
LOS ANGELES, CA 90051",213-367-3191,LOS ANGELES,Los Angeles
TACOMA WATER DIVISION CITY OF,http://www.mytpu.org/tacomawater/water-quality/water-quality-reports.htm,,,"319,028",Surface water,"PO BOX 11007
TACOMA, WA 98411",,,Pierce
RCID CENTRAL (4 WPS),http://www.rcid.org/Utilities_Main.cfm,,,"136,500",Ground water,"PO BOX 10000
LAKE BUENA VISTA, FL 32830-1000",407-824-7447,LAKE BUENA VISTA,Orange
LATROBE MUNI AUTH,http://www.latrobema.com/pdf/2017CCR.pdf,http://www.latrobema.com,,"30,000",Surface water,"PO BOX 88
LATROBE, PA 15650",724-537-3378,,Westmoreland
GRAND HAVEN,http://www.grandhaven.org/departments/water-filtration/,,Northwest Ottawa Water System,"10,412",Surface water purchased,"519 WASHINGTON AVE
GRAND HAVEN, MI 49417",616-847-4888,GRAND HAVEN,Ottawa
GRAND RAPIDS,http://www.grand-rapids.mi.us/index.pl?page_id=10024,,,"258,416",Surface water,"City of Grand Rapids
1900 Oak Industrial Drive NE
GRAND RAPIDS, MI 49505",616-456-4055,GRAND RAPIDS,Kent
ROANOKE RAPIDS SANITARY DIST,https://rrsd.org/documents/1087/annualwaterreport.pdf,https://rrsd.org/,"City of Roanoke Rapids, Filter Plant, Roanoke Rapids Water Department, Roanoke River, Sanitation Department, Sanitation District, Water Department, Water Plant","16,312",Surface water,"PO BOX 308
ROANOKE RAPDIS, NC 27870",252-537-9137,ROANOKE RAPIDS,Halifax
"TOLEDO, CITY OF",http://www.ci.toledo.oh.us/Departments/PublicUtilities/DivisionofWaterTreatment/DrinkingWaterQualityReport/tabid/376/Default.aspx,,,"480,000",Surface water,"400 MADISON AVE STE 400
3040 YORK STREET TOLEDO, OHIO 43605
TOLEDO, OH 43604",419-245-1847,,Lucas
LCA ALLENTOWN DIVISION,http://www.allentownpa.gov/Government/DepartmentsBureaus/WaterResources/tabid/84/Default.aspx,,,"118,000",Surface water,"PO BOX 3348
ALLENTOWN, PA 18106",610-398-2503,,Lehigh
LCA WLSA CENTRAL DIVISION,http://www.lehighcountyauthority.org/files/CLD.pdf,http://www.lehighcountyauthority.org,,"47,508",Surface water purchased,"PO BOX 3348
ALLENTOWN, PA 18106",610-398-2503,,Lehigh
MARIN MUNICIPAL WATER DISTRICT,http://www.marinwater.org/controller?action=menuclick&id=236,,,"189,100",Surface water,"220 Nellen Avenue
CORTE MADERA, CA 94925",415-945-1557,,Marin
ROCKFORD,http://www.ci.rockford.il.us/government/works/index.cfm?section=water&id=1953#Quality,,,"147,051",Ground water,"1111 CEDAR STREET
ROCKFORD, IL 61102",779-348-7373,ROCKFORD,Winnebago
ROUND LAKE BEACH,http://villageofroundlakebeach.org/village-updates,http://www.villageofroundlakebeach.com/,,"28,845",Surface water purchased,"VILLAGE OF ROUND LAKE BEACH
911 LOTUS DRIVE
ROUND LAKE BEACH, IL 60073",847-546-8752,ROUND LAKE BEACH,Lake
SARASOTA CO SPECIAL UTIL DIST,http://www.scgov.net/EnvironmentalServices/Water/Water.asp, http://water.com/CCR.html,,"171,009",Surface water purchased,"1001 SARASOTA CENTER BLVD
SARASOTA, FL 34240",941-861-0501,SARASOTA,Sarasota
VANCOUVER CITY OF,http://www.cityofvancouver.us/water.asp?menuid=10465&submenuid=17052&itemID=17060,,,"257,083",Ground water,"PO Box 1995
Vancouver, WA 98668-1995",,,Clark
SEACOAST UTILITIES AUTHORITY,http://www.sua.com/,,,"96,143",Ground water,"PO BOX 109602
PALM BEACH GARDENS, FL 33410-9602",561-627-2900,PALM BEACH GARDENS,Palm Beach
MESA  WATER DISTRICT,http://www.mesawater.org/water_quality.php,,,"110,000",Surface water purchased,"1965 PLACENTIA AVENUE
COSTA MESA, CA 92627",949-207-5468,,Orange
SEBRING WATER ; SEWER SYSTEM,http://mysebring.com/vertical/Sites/%7B2006E4D1-2DBD-46B6-969F-F5F20202BEDE%7D/uploads/%7BB29AAA1D-84E4-4786-8403-D803F129DEC0%7D.PDF,http://www.mysebring.com,,"42,640",Ground water,"368 S. COMMERCE AVE.
SEBRING, FL 33870",863-471-5112,SEBRING,Highlands
SEVEN SPRINGS,http://www.fgua.com/Docs/CCRs/2010/2010_CCR_Seven%20Springs.pdf,http://www.fgua.com/seven-springs,,"32,834",Ground water,"280 WEKIVA SPRINGS ROAD
STE 2070
LONGWOOD, FL 32779",407-629-6900,NEW PORT RICHEY,Pasco
LONDON GROVE TWP MUN AUTH,https://www.londongrove.org/wp-content/uploads/2019/05/LGTMA-2018-CCR.pdf,https://www.londongrove.org/wp-content/uploads/2019/05/LGTMA-2018-CCR.pdf,,"4,770",Surface water purchased,"372 ROSEHILL ROAD SUITE 300
WEST GROVE, PA 19390",610-345-0300,,Chester
Oakdale,http://ci.oakdale.mn.us/index.asp?Type=B_BASIC&SEC={32C184DB-1901-4EE2-B107-922A01EDA170},http://ci.oakdale.mn.us/index.asp?Type=B_BASIC&SEC={32C184DB-1901-4EE2-B107-922A01EDA170},,"28,315",Ground water,"Oakdale City Hall
1584 Hadley Avenue North
Oakdale, MN 55128-5407",6517302745,Oakdale,Washington
LUBBOCK PUBLIC WATER SYSTEM,http://water.ci.lubbock.tx.us/waterQualityReport.aspx,,,"266,263",Surface water,"PO BOX 2000
LUBBOCK, TX 79408-2000",806-775-2010,,Lubbock
WALLA WALLA WATER DIVISION,http://www.ci.walla-walla.wa.us,http://www.ci.walla-walla.wa.us,,"36,375",Surface water,"15 N Third
Walla Walla, WA 99362",,,Walla Walla
"MODESTO, CITY OF",http://www.modestogov.com/pwd/reports/confidence.asp,,,"215,692",Surface water purchased,"501 N. Jefferson
MODESTO, CA 95354",209-342-4592,MODESTO,Stanislaus
MONTE VISTA CWD,http://www.mvwd.org/asp/Publications/view.asp,http://www.mvwd.org,,"57,678",Surface water purchased,"P.O. BOX 71
MONTCLAIR, CA 91763",909-267-2125,,San Bernardino
MCALLEN PUBLIC UTILITY,http://www.mcallen.net/mpu/reports.aspx,,,"173,388",Surface water,"PO BOX 220
MCALLEN, TX 78505-0220",956-681-1003,,Hidalgo
MORRO BAY PW DEPT - WATER DIVISION,http://www.morro-bay.ca.us/CCR2013,http://www.morro-bay.ca.us,,"10,234",Surface water purchased,"955 Shasta Avenue
MORRO BAY, CA 93442",805-772-6265,,San Luis Obispo
SOUTH GRANVILLE WTR&SEWER AUTHORITY,https://www.sgwasa.org/media/CCR%20Archive/2019%20SGWASA%20ANNUAL%20DRINKING%20WATER%20QUALITY%20REPORT.pdf,https://www.sgwasa.org/CCR,SGWASA,"19,216",Surface water,"415 CENTRAL AVENUE STE B
BUTNER, NC 27509",919-575-3367,BUTNER,Granville
MOULTON NIGUEL WATER DISTRICT,http://mnwd.com/water-quality-reports-2/,http://www.mnwd.com/,,"171,856",Surface water purchased,"27500 La Paz Road
LAGUNA NIGUEL, CA 92677",949-448-4032,,Orange
WOOSTER CITY PWS,http://www.woosteroh.com/docs/water_ar_12.pdf,http://www.woosteroh.com/wcs.php,,"26,618",Ground water,"1020 Old Columbus Rd
WOOSTER, OH 44691",330-263-5286,,Wayne
SPRINGFIELD,http://www.cwlp.com/water_division/purification/water_quality_report.htm,,,"119,395",Surface water,"CITY WATER, LIGHT & POWER
800 EAST MONROE STREET
SPRINGFIELD, IL 62701",217-789-2116,SPRINGFIELD,Sangamon
WRIGHT-PATTERSON AFB AREA A PWS,http://www.wpafb.af.mil/library/factsheets/factsheet.asp?id=6682,http://www.wpafb.af.mil/library/factsheets/factsheet.asp?id=6682,,"16,551",Ground water,"1056 POOL AVE
VANDALIA, OH 45377",937-650-0251,,Greene
WRIGHT-PATTERSON AFB AREA B PWS,http://www.wpafb.af.mil/library/factsheets/factsheet.asp?id=6682,http://www.wpafb.af.mil/library/factsheets/factsheet.asp?id=6682,,"11,034",Ground water,"1056 POOL AVE
VANDALIA, OH 45377",937-650-0251,,Greene
YOUNGSTOWN CITY PWS,http://www.youngstownwater.com/,,,"148,000",Surface water purchased,"P.O. BOX 6219
YOUNGSTOWN, OH 44501",330-743-5340,,Mahoning
MAWC SWEENEY PLANT,http://www.mawc.org/waterquality/wtq_annual.asp,,,"143,000",Surface water,"PO BOX 730
GREENSBURG, PA 15601",724-755-5800,,Westmoreland
MAWC YOUGH PLANT,http://www.mawc.org/waterquality/wtq_annual.asp,,,"133,000",Surface water,"P.O. BOX 730
GREENSBURG, PA 15601",724-626-0050,,Fayette
"ST PETERSBURG, CITY OF",http://www.stpete.org/water/,,,"347,050",Surface water purchased,"1650 THIRD AVE. NORTH
ST PETERSBURG, FL 33713",727-893-7261,ODESSA,Pinellas
"ST. CLOUD, CITY OF (3 WPS)",http://www.stcloud.org/2016waterreport,http://www.stcloud.org,,"64,668",Ground water,"1300 NINTH ST
ST. CLOUD, FL 34769",407-957-7126,ST CLOUD,Osceola
ST. LUCIE WEST SERVICES DISTRICT,http://www.slwsd.org/WaterReport.htm,http://www.slwsd.org.htm,,"16,795",Ground water,"450 SW UTILITY DRIVE
PORT ST LUCIE, FL 34986",772-340-0220,PORT ST. LUCIE,St. Lucie
LOCKPORT WD#3,http://www.elockport.com/PDFs/AWQR-2019.pdf,http://elockport.com/,,"20,529",Surface water purchased,"6560 Dysinger Road
LOCKPORT, NY 14094",716-439-9520,LOCKPORT (T),Niagara
HIGHLAND TOWNSHIP,http://www.oakgov.com/water/publications/cons_conf_wat.html,http://www.oakgov.com/water/,,"3,728",Ground water,"1 PUBLIC WORKS DRIVE
WATERFORD, MI 48328",248-858-1441,,Oakland
MIFFLINTOWN MUNI AUTH,http://www.mifflintownwater.com/news/CCR_2018.pdf,http://www.mifflintownwater.com/index.html,,"4,450",Surface water,"P O BOX 36
MIFFLINTOWN, PA 17059",717-436-2342,,Juniata
SUNRISE SAWGRASS,http://www.sunrisefl.gov/modules/showdocument.aspx?documentid=1547,http://www.sunrisefl.gov/index.aspx?page=167,,"69,524",Ground water,"777 SAWGRASS CORPORATE PKWY.
SUNRISE, FL 33325",954-888-6035,SUNRISE,Broward
SUNRISE SPRINGTREE,http://www.sunrisefl.gov/modules/showdocument.aspx?documentid=1545,http://www.sunrisefl.gov/index.aspx?page=167,,"79,550",Ground water,"777 SAWGRASS CORPORATE PKWY.
SUNRISE, FL 33325",954-846-7400,SUNRISE,Broward
"SURFSIDE, TOWN OF",http://www.townofsurfsidefl.gov/Pages/SurfsideFL_Utility/CCR/CCR.pdf,http://www.townofsurfsidefl.gov,,"6,000",Ground water purchased,"9293 HARDING AVE.
SURFSIDE, FL 33154",305-861-4863,SURFSIDE,Miami-Dade
MANHASSET LAKEVILLE WD,http://www.mlwd.net/2010WaterQualityReport_d2.pdf,http://mlwd.net,,"43,000",Ground water,"Manhasset Lakeville WD
170 E SHORE RD
GREAT NECK, NY 11023-2408",516-466-4413,NORTH HEMPSTEAD (T),Nassau
"TALLAHASSEE, CITY OF",http://www.talgov.com/you/water/water_quality.cfm,,,"193,927",Ground water,"4505-A SPRINGHILL ROAD
TALLAHASSEE, FL 32305",850-891-1228,TALLAHASSEE,Leon
MONROEVILLE MUNICIPAL AUTH,https://www.monroevillewater.org/sites/default/files/ccr_reports/2017_water_quality_report.pdf,HTTP://MONROEVILLEWATER.ORG,,"48,500",Surface water purchased,"219 SPEELMAN LANE
MONROEVILLE, PA 15146",412-372-0915,,Allegheny
MASSAPEQUA WD,HTTP://MASSAPEQUAWATER.COM,HTTP://MASSAPEQUAWATER.COM,,"43,000",Ground water,"MASSAPEQUA WATER DISTRICT
84 GRAND AVENUE
MASSAPEQUA, NY 11758",516-798-5266,"MASSAPEQUA PARK (V), OYSTER BAY (T)",Nassau
"OCEANSIDE, CITY OF",http://www.ci.oceanside.ca.us/Datarelation.aspx?Content=18,,,"177,362",Surface water purchased,"300 N Coast Hwy
OCEANSIDE, CA 92054",760-435-5912,OCEANSIDE,San Diego
MASSENA VILLAGE,http://www.massenaworks.com/village/water.asp,http://www.massenaworks.com/index.asp,,"16,729",Surface water,"TOWN HALL BLDG, 60 MAIN STREET
MASSENA, NY 13662",315-769-8625,MASSENA (V),St. Lawrence
HUNTINGTON WOODS,http://ci.huntington-woods.mi.us/index.asp?Type=B_BASIC&SEC=%7B3E977646-5691-49C4-89A6-D0547758023F%7D,http://ci.huntington-woods.mi.us/,,"6,200",Surface water purchased,"26815 Scotia
HUNTINGTON WOODS, MI 48070",248-581-2632,HUNTINGTON WOODS,Oakland
OJAI WATER SYSTEM,http://www.OjaiWaterCCR.org,http://www.Casitaswater.org,,"9,578",Surface water purchased,"1055 Ventura Avenue
OAK VIEW, CA 93022",805-649-2251,,Ventura
"THOMASVILLE, CITY OF",http://www.thomasville-nc.gov/Downloadable_Documents/docs/Tvillwaterqual-2011%20FINAL.pdf,http://www.thomasville-nc.gov/Downloadable_Documents/DownLoadableDocHome.html,,"25,872",Surface water,"PO BOX 368
THOMASVILLE, NC 27360",336-475-4247,THOMASVILLE,Davidson
Richfield,http://test.ci.richfield.mn.us/documents/docs/Richfield_2011alt_Web.pdf,http://www.cityofrichfield.org/PublicWorks/Water.htm,,"35,993",Ground water,"Richfield City Hall
6700 Portland Avenue
Richfield, MN 55423",6128619175,Richfield,Hennepin
ONTARIO MUNICIPAL UTILITIES COMPANY,https://www.ontarioca.gov/sites/default/files/2020-05/2019%20CCR.pdf,https://www.ontarioca.gov/OMUC/Utilities,Ontario Municipal Utilities Company,"181,107",Surface water purchased,"1425 S. BON VIEW AVE.
ONTARIO, CA 91761",909-395-2682,ONTARIO,San Bernardino
MCWA,http://www.mcwa.com/MyWater/WaterQualityReport.aspx,,,"496,753",Surface water,"MONROE COUNTY WATER AUTHORITY
475 NORRIS DRIVE
ROCHESTER, NY 14604",585-442-2000,"BATAVIA (T), BRIGHTON (T), CHILI (T), CHURCHVILLE (V), CLARKSON (T), EAST ROCHESTER (X), FAIRPORT (V), GATES (T), GREECE (T), HAMLIN (T), HENRIETTA (T), HONEOYE FALLS (V), IRONDEQUOIT (T), KENDALL (T), MENDON (T), OAKFIELD (T), OAKFIELD (V), OGDEN (T), PARMA (T), PENFIELD (T), PERINTON (T), PITTSFORD (T), PITTSFORD (V), RIGA (T), ROCHESTER (C), RUSH (T), SCOTTSVILLE (V), SPENCERPORT (V), SWEDEN (T), VICTOR (T), VICTOR (V), WEBSTER (T), WHEATLAND (T)","Monroe, Orleans"
INDEPENDENCE TOWNSHIP,http://www.twp.independence.mi.us/Services/PublicWorks/2010CCR.pdf,http://www.twp.independence.mi.us/Services/PublicWorks/Overview.asp,,"11,790",Ground water,"6483 Waldon Center Drive
INDEPENDENCE TOWNSHIP, MI 48346",248-625-8222,,Oakland
"TITUSVILLE, CITY OF",http://www.titusville.com/Page.asp?NavID=624,http://www.titusville.com/SectionIndex.asp?SectionID=40,,"50,878",Surface water purchased,"PO BOX 2806
TITUSVILLE, FL 32781-2806",321-567-3702,TITUSVILLE,Brevard
TOHO WATER AUTHORITY EASTERN,http://tohowater.com/reports.html,,,"110,102",Ground water,"951 MARTIN LUTHER KING BLVD
KISSIMMEE, FL 34741-4929",407-944-5073,KISSIMMEE,Osceola
OTAY WATER DISTRICT,http://www.otaywater.gov/owd/pages/about/publications.aspx,,,"223,698",Surface water purchased,"2554 Sweetwater Springs Blvd.
SPRING VALLEY, CA 91978",619-670-2210,,San Diego
OXNARD WATER DEPT,http://publicworks.cityofoxnard.org/Department.aspx?DepartmentID=14&DivisionID=99&ResourceID=487,,,"209,877",Surface water purchased,"251 South Hayes Avenue
OXNARD, CA 93030",805-385-8136,,Ventura
Rochester,https://www.rpu.org/education-environment/water-quality.php,,,"114,011",Ground water,"4000 East River Road NE
Rochester, MN 55906-2813",5072801507,Rochester,Olmsted
TOWN OF FORT MYERS BEACH (BEACH WATER),https://www.fortmyersbeachfl.gov/DocumentCenter/View/14213/2018-Town-of-Fort-Myers-Beach-CCR,,,"6,900",Surface water purchased,"2523 ESTERO BLVD
FORT MYERS BEACH, FL 33902",239-765-0202,FORT MYERS BEACH,Lee
PADRE DAM MWD,http://padredam.org/us_allaboutwater.htm,,,"90,864",Surface water purchased,"PO BOX 719003
SANTEE, CA 92071",619-258-4746,,San Diego
PALMDALE WATER DIST.,http://www.palmdalewater.org/IS/RP/water.html,,,"115,525",Surface water,"2029 EAST AVENUE Q
PALMDALE, CA 93550",661-947-4111,,Los Angeles
TWO RIVERS UTILITIES,http://www.cityofgastonia.com/city_serv/pwu/_pdf%20files/ccr2011.pdf,http://www.cityofgastonia.com/city_serv/pwu/utilities/treatment/treatment.cfm,,"84,621",Surface water,"PO BOX 1748
GASTONIA, NC 28053",704-866-6827,GASTONIA,Gaston
"PASADENA-CITY, WATER DEPT.",http://ww2.cityofpasadena.net/waterandpower/waterquality/default.asp,,,"166,046",Surface water purchased,"150 S LOS ROBLES AVE
SUITE 200
PASADENA, CA 91101",626-744-4416,PASADENA,Los Angeles
PASO ROBLES WATER DEPARTMENT,http://www.prcity.com/government/departments/publicworks/pdf/WaterQualityReport.pdf,http://pasowater.com,,"32,212",Surface water,"1230 Paso Robles Street
PASO ROBLES, CA 93446",805-237-3861,,San Luis Obispo
Saint Cloud,http://www.ci.stcloud.mn.us/DocumentCenter/Home/View/1817,http://www.ci.stcloud.mn.us/index.aspx?nid=102,,"67,344",Surface water,"St. Cloud City Hall
400 Second Street South
St. Cloud, MN 56301",3202557225,St. Cloud,Stearns
Saint Paul Regional Water Services,http://mn-stpaul.civicplus.com/index.aspx?NID=2652,,,"395,131",Surface water,"1900 Rice Street
St. Paul, MN 55113-6810",6512661629,St. Paul,Ramsey
NORTH WALES WATER AUTHORITY,http://nwwater.com/go/ccr,http://nwwater.com,,"72,496",Surface water,"P.O.BOX 1339
NORTH WALES, PA 19454",215-699-4836,,Montgomery
KALAMAZOO,http://www.kalamazoocity.org/portal/government.php?page_id=271,,,"192,992",Ground water,"241 W SOUTH ST
KALAMAZOO, MI 49007",269-337-8182,KALAMAZOO,Kalamazoo
NWWA WARRINGTON TOWNSHIP,http://www.warringtontownship.org/waterandsewer.cfm,http://www.warringtontownship.org/waterandsewer.cfm,,"21,588",Surface water purchased,"1560B EASTON ROAD
WARRINGTON, PA 18976",267-482-6940,,Bucks
PLACER CWA - AUBURN/BOWMAN,http://www.pcwa.net/water-resources/water-quality.html,,,"27,902",Surface water,"P.O. BOX 6570
AUBURN, CA 95604",530-823-4919,,Placer
PLACER CWA - FOOTHILL,http://www.pcwa.net/water-resources/water-quality.html,,,"83,546",Surface water,"P.O. Box 6570
AUBURN, CA 95604",530-823-4848,,Placer
WEST PALM BEACH WTP,http://www.cityofwpb.com/utilities/quality.html,,,"102,000",Surface water,"401 CLEMATIS STREET, 4TH FLOOR
WEST PALM BEACH, FL 33401",561-494-1046,WEST PALM BEACH,Palm Beach
MVWA - MOHAWK VALLEY WATER AUTHORITY,http://www.mvwa.us/Water%20Quailty.htm,,,"126,250",Surface water,"MVWA
1 KENNEDY PLAZA
UTICA, NY 13502",315-792-0336,"DEERFIELD (T), MARCY (T), NEW HARTFORD (T), NEW HARTFORD (V), NEW YORK MILLS (V), ORISKANY (V), UTICA (C), WESTMORELAND (T), WHITESBORO (V), WHITESTOWN (T), YORKVILLE (V)",Oneida
Shakopee,http://www.shakopeeutilities.com/2011_CCR.pdf,http://www.shakopeeutilities.com,,"40,610",Ground water,"255 Sarazin Street, P.O. Box 470
Shakopee, MN 55379-0470",9522331504,Shakopee,Scott
KENTWOOD,http://www.ci.kentwood.mi.us/cityhall/Departments/water/documents.asp,http://www.ci.kentwood.mi.us/,,"36,072",Surface water purchased,"4900 BRETON RD SE
KENTWOOD, MI 49508-5206",616-554-0033,KENTWOOD,Kent
"POMONA - CITY, WATER DEPT.",http://www.ci.pomona.ca.us/city_departments/public_works/water_waste_water_operations_services.php,,,"155,306",Surface water,"148 N. HUNTINGTON ST.
POMONA, CA 91768",909-620-2253,POMONA,Los Angeles
WINTER HAVEN WATER DEPARTMENT,http://www.egovlink.com/public_documents300/winterhaven/published_documents/Winter%20Haven/Drinking%20Water%20Info/2010%20CWH%20Annual%20Drinking%20Water%20Quality%20report.pdf,http://www.mywinterhaven.com/water_quality_report.htm,,"70,653",Ground water,"P.O. BOX 2277
WINTER HAVEN, FL 33880",863-291-5851,WINTER HAVEN,Polk
"POWAY, CITY OF",http://www.poway.org/Index.aspx?page=326,http://www.poway.org/Index.aspx?page=326,,"49,990",Surface water,"P.O. Box 789
POWAY, CA 92074",858-668-4750,POWAY,San Diego
NEW YORK AMERICAN WATER - LYNBROOK,http://www.amwater.com/nyaw/ensuring-water-quality/water-quality-reports.html,,,"220,000",Ground water,"60 Brooklyn Ave.
MERRICK, NY 11566",516-378-3922,"HEMPSTEAD (T), LYNBROOK (V)",Nassau
NEW YORK AMERICAN WATER - MERRICK,https://www.aquaamerica.com/pages/AdvancedWaterQualityReportSearch.aspx,,,"135,000",Ground water,"60 Brooklyn Ave.
MERRICK, NY 11566",516-378-3922,HEMPSTEAD (T),Nassau
