Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
Roseville,,,,"36,314",Surface water purchased,"Roseville City Hall
2660 Civic Center Drive
Roseville, MN 55113",6517927053,Roseville,Ramsey
UNION COUNTY WATER SYSTEM,,,,"134,066",Surface water purchased,"500 NORTH MAIN ST SUITE 500
MONROE, NC 28112",704-289-7044,MONROE,Union
PARADISE IRRIGATION DISTRICT,,,,"4,600",Surface water,"6332 Clark Road
PARADISE, CA 95969",530-876-1910,,Butte
NEVILLE TWP WATER DEPT,,,,"6,750",Surface water purchased,"5050 GRAND AVE
PITTSBURGH, PA 15225",412-264-1977,,Allegheny
TURTLE LAKES,,,,"7,021",Ground water,"280 WEKIVA SPRINGS ROAD
SUITE 2070
LONGWOOD, FL 32779",407-629-6900,LAND O' LAKES,Pasco
VERNON HILLS - LAKE CO PW,,,,"34,617",Surface water purchased,"650 WEST WINCHESTER ROAD
LIBERTYVILLE, IL 60048",847-377-7134,VERNON HILLS,Lake
"PARAMOUNT - CITY, WATER DEPT.",,,,"56,000",Surface water purchased,"16400 COLORADO AVENUE
PARAMOUNT, CA 90723",562-220-2100,PARAMOUNT,Los Angeles
MINEOLA (V),,,,"20,600",Ground water,"155 WASHINGTON AVE
MINEOLA, NY 11501",516-746-0751,MINEOLA (V),Nassau
MINISINK VALLEY SCHOOL DIST. WATER LOOP,,,,"3,400",Ground water,"Minisink Valley Central School District
P.O.Box 217
SLATE HILL, NY 10973",845-355-5229,WAWAYANDA (T),Orange
NEW FREEDOM BORO WATER AUTH,,,,"4,464",Surface water purchased,"49 EAST HIGH ST
NEW FREEDOM, PA 17349",717-235-5744,,York
VILLA PARK,,,,"22,075",Surface water purchased,"Public Works Department
20 South Ardmore Avenue
VILLA PARK, IL 60181",630-592-6189,VILLA PARK,DuPage
UIF - CYPRESS LAKES,,,,"3,418",Ground water,"200 WEATHERSFIELD AVENUE
ALTAMONTE SPRINGS, FL 32714",866-842-8432,LAKELAND,Polk
UMATILLA WATER WORKS (2 WPS),,,,"3,482",Ground water,"PO BOX 2286
UMATILLA, FL 32784",352-669-1539,UMATILLA,Lake
NEW HOLLAND BOROUGH,,,,"5,500",Ground water,"436 EAST MAIN STREET
NEW HOLLAND, PA 17557",717-354-4567,,Lancaster
"PASADENA-CITY, WATER DEPT.",http://ww2.cityofpasadena.net/waterandpower/waterquality/default.asp,,,"166,046",Surface water purchased,"150 S LOS ROBLES AVE
SUITE 200
PASADENA, CA 91101",626-744-4416,PASADENA,Los Angeles
VIRDEN,,,,"3,650",Surface water purchased,"CITY OF VIRDEN
101 W. JACKSON
VIRDEN, IL 62690",,VIRDEN,Macoupin
PASO ROBLES WATER DEPARTMENT,http://www.prcity.com/government/departments/publicworks/pdf/WaterQualityReport.pdf,http://pasowater.com,,"32,212",Surface water,"1230 Paso Robles Street
PASO ROBLES, CA 93446",805-237-3861,,San Luis Obispo
PARKER COUNTY SUD SURFACE,,,,"4,113",Surface water,"500 BROCK SPUR
MILLSAP, TX 76066-3543",817-594-2900,,Parker
VOLO,,,,"4,000",Surface water purchased,"500 SOUTH FISH LAKE ROAD
VOLO, IL 60073",847-740-6982,VOLO,Lake
USMC LEJEUNE--HADNOT POINT,,,,"37,500",Ground water,"12 POST LANE
BUILDING 1005 - MICHAEL ROAD
CAMP LEJEUNE, NC 28547-2540",910-451-7190,CAMP LEJEUNE,Onslow
USMC LEJEUNE--HOLCOMB BLVD,,,,"17,000",Ground water,"12 POST LANE
BUILDING 1005 - MICHAEL ROAD
CAMP LEJEUNE, NC 28547-2540",910-451-7190,CAMP LEJEUNE,Onslow
USMC LEJEUNE--NEW RIVER AIR ST,,,,"11,500",Ground water,"12 POST LANE
BUILDING 1005 - MICHAEL ROAD
CAMP LEJEUNE, NC 28547-2540",910-451-7190,CAMP LEJEUNE,Onslow
NEW KENSINGTON MUNI AUTH,,,,"47,800",Surface water,"PO BOX 577, 920 BARNES ST
NEW KENSINGTON, PA 15068",724-337-3577,,Westmoreland
"PATTERSON, CITY OF",,,,"22,679",Ground water,"1 PLAZA
PATTERSON, CA 95363",209-895-8065,PATTERSON,Stanislaus
PARKWAY UTILITY DISTRICT,,,,"6,507",Surface water purchased,"1301 MCKINNEY ST STE 5100
HOUSTON, TX 77010-3095",713-651-5151,,Harris
"VALDESE, TOWN OF",,,,"13,700",Surface water,"PO BOX 339
VALDESE, NC 28690",828-879-2127,VALDESE,Burke
UNIVERSITY OF CENTRAL FLORIDA,,,,"44,108",Ground water,"3546 S. PERSEUS LOOP
BLDG. 16
ORLANDO, FL 32816",407-823-2053,ORLANDO,Orange
UNIVERSITY OF SOUTH FLORIDA,,,,"50,000",Ground water,"4202 E FOWLER AVE OPM 100
TAMPA, FL 33620",813-480-9574,TAMPA,Hillsborough
UNIVERSITY OF WEST FLORIDA,,,,"13,285",Ground water,"11000 UNIVERSITY PKY -
BLDG 95
PENSACOLA, FL 32514",850-474-2040,PENSACOLA,Escambia
JACKSON,,,,"33,165",Ground water,"161 W Michigan Ave
JACKSON, MI 49201",517-768-6456,JACKSON,Jackson
PASEO DEL ESTE MUD 1,,,,"5,345",Surface water purchased,"102 N RAILROAD AVE
PFLUGERVILLE, TX 78660-2767",512-797-6649,,El Paso
KRONENWETTER WATER & SEWER UTILITY,,,,"6,080",Ground water,"1582 Kronenwetter Dr
KRONENWETTER, WI 54455-9003",,KRONENWETTER,Marathon
NEW OXFORD MUNCI AUTH,,,,"3,963",Surface water,"409 WATER WORKS ROAD
NEW OXFORD, PA 17350",717-624-2380,,Adams
JAMESTOWN TOWNSHIP,,,,"3,330",Surface water purchased,"2380 RILEY STREET
HUDSONVILLE, MI 49426",616-896-8376,JAMESTOWN,Ottawa
NEW SEWICKLEY TWP MUNI AUTH,,,,"4,276",Surface water purchased,"233 MILLER RD
ROCHESTER, PA 15074",724-774-2461,,Beaver
NEW WILMINGTON BORO WATER DEPT,,,,"4,500",Surface water purchased,"134 HIGH STREET
NEW WILMINGTON, PA 16142",724-946-8167,,Lawrence
"PEPPERY BAR AND GRILL, THE",,,,"4,500",Ground water,"13494 Mono Way
SONORA, CA 95370",209-533-9033,,Tuolumne
"PERRIS, CITY OF",,,,"7,854",Surface water purchased,"135 N. D Street
PERRIS, CA 92570",951-943-5003,PERRIS,Riverside
NEWTOWN ARTESIAN WATER CO,,,,"38,500",Surface water purchased,"P O BOX 217
NEWTOWN, PA 18940",215-968-6781,,Bucks
MONROE VILLAGE,,,,"9,516",Surface water,"VILLAGE OF MONROE
7 Stage Rd.
MONROE, NY 10950",845-783-5162,MONROE (V),Orange
"PETALUMA, CITY OF",,,,"63,714",Ground water,"202 North McDowell Boulevard
PETALUMA, CA 94954",707-776-3698,PETALUMA,Sonoma
PETER PITCHESS HONOR RANCHO DETN. CTR,,,,"7,000",Ground water,"P.O. BOX 1460
ALHAMBRA, CA 91802-1460",626-300-3300,,Los Angeles
"VALPARAISO, CITY OF",,,,"4,523",Ground water,"465 VALPARAISO PARKWAY
VALPARAISO, FL 32580",850-389-2095,VALPARAISO,Okaloosa
Saint Anthony Village,,,,"9,234",Ground water,"St. Anthony Village City Hall
3301 Silver Lake Road NE
Minneapolis, MN 55418-1603",6127823314,Minneapolis,Hennepin
PECAN GROVE MUD,,,,"14,913",Surface water,"3200 SOUTHWEST FWY STE 2600
HOUSTON, TX 77027-7537",713-860-6400,,Fort Bend
Saint Charles,,,,"3,825",Ground water,"St. Charles City Hall
830 Whitewater Avenue
St. Charles, MN 55972",5079323020,St. Charles,Winona
PECOS COUNTY WCID 1,,,,"3,612",Ground water,"PO BOX 696
FORT STOCKTON, TX 79735-0696",432-336-3977,,Pecos
Saint Cloud,http://www.ci.stcloud.mn.us/DocumentCenter/Home/View/1817,http://www.ci.stcloud.mn.us/index.aspx?nid=102,,"67,344",Surface water,"St. Cloud City Hall
400 Second Street South
St. Cloud, MN 56301",3202557225,St. Cloud,Stearns
Saint Francis,,,,"4,439",Ground water,"St. Francis City Hall
23340 Cree Street NW
St. Francis, MN 55070",7632352304,St. Francis,Anoka
Saint James,,,,"4,611",Ground water,"St. James City Hall
124 Armstrong Blvd S, PO Box 70
St. James, MN 56081-0070",5073751229,St. James,Watonwan
VC/HALIFAX PLANTATION (WTP-8),,,,"4,650",Ground water,"COUNTY OF VOLUSIA
3151 E. NEW YORK AVE
DELAND, FL 32724",386-822-6465,ORMOND BEACH,Volusia
Saint Joseph,,,,"7,100",Ground water,"75 Callaway Street East
St. Joseph, MN 56374",3203637201,St. Joseph,Stearns
Saint Louis Park,,,,"47,221",Ground water,"St. Louis Park City Hall
5005 Minnetonka Boulevard
St. Louis Park, MN 55416",9529242557,St. Louis Park,Hennepin
LA CROSSE WATERWORKS,,,,"53,000",Ground water,"CITY HALL
400 LA CROSSE ST
La Crosse, WI 54601",,LA CROSSE,La Crosse
Saint Paul Park,,,,"5,392",Ground water,"St. Paul Park City Hall
600 Portland Avenue
St. Paul Park, MN 55071-1501",6514593730,St. Paul Park,Washington
Saint Paul Regional Water Services,http://mn-stpaul.civicplus.com/index.aspx?NID=2652,,,"395,131",Surface water,"1900 Rice Street
St. Paul, MN 55113-6810",6512661629,St. Paul,Ramsey
VC/SOUTHEAST VOLUSIA INTERCONNECTED-WS#7,,,,"3,939",Ground water purchased,"COUNTY OF VOLUSIA
3151 E. NEW YORK AVE.
DELAND, FL 32724",386-822-6465,EDGEWATER,Volusia
Saint Peter,,,,"11,784",Ground water,"St. Peter City Hall
227 South Front Street
St. Peter, MN 56082-2513",5074690719,St. Peter,Nicollet
VC/SOUTHWEST WATER SYSTEM,,,,"17,563",Ground water,"VOLUSIA COUNTY UTILITIES
3151 EAST NEW YORK AVENUE
DELAND, FL 32724",386-822-6465,ORANGE CITY,Volusia
VC/SOUTHWEST WTP-2,,,,"3,698",Ground water,"VOLUSIA COUNTY UTILITIES
3151 EAST NEW YORK AVENUE
DELAND, FL 32724",386-822-6417,DELTONA,Volusia
VC/SPRUCE CREEK WTP-15,,,,"3,368",Ground water,"COUNTY OF VOLUSIA
3151 E. NEW YORK AVE
DELAND, FL 32724",386-822-6465,PORT ORANGE,Volusia
MONTGOMERY VILLAGE,,,,"3,814",Ground water,"VILLAGE OF MONTGOMERY
133 CLINTON STREET, P.O. BOX 116
MONTGOMERY, NY 12549",845-457-1914,MONTGOMERY (V),Orange
VENICE WATER DEPT  CITY OF,,,,"31,358",Ground water,"401 W VENICE AVE
VENICE, FL 34285",941-480-3333,VENICE,Sarasota
MONTICELLO VILLAGE,,,,"8,000",Surface water,"2 Pleasant Street
MONTICELLO, NY 12701",845-794-6130,MONTICELLO (V),Sullivan
PERRYTON MUNICIPAL WATER SYSTEM,,,,"8,800",Ground water,"PO BOX 849
PERRYTON, TX 79070-0849",806-435-4014,,Ochiltree
"VERO BEACH, CITY OF",,,,"37,308",Ground water,"PO BOX 1389
VERO BEACH, FL 32961-1389",772-978-5211,VERO BEACH,Indian River
"WADESBORO, TOWN OF",,,,"5,506",Surface water purchased,"TOWN OF WADESBORO
WTP SUPV & ORC
WADESBORO, NC 28170",704-694-5171,WADESBORO,Anson
NORTH EAST BOROUGH WATER DEPT,,,,"4,601",Surface water,"31 WEST MAIN ST
NORTH EAST, PA 16428",814-725-4198,,Erie
PHELAN PINON HILLS CSD,,,,"22,763",Ground water,"P.O. BOX 294049
PHELAN, CA 92329",760-868-1212,,San Bernardino
NORTH FAYETTE CNTY MUNI AUTH,,,,"35,409",Surface water,"1634 UNIVERSITY DR, PO BOX 368
DUNBAR, PA 15431",724-626-1211,,Fayette
MOREAU WD #2 (QUEENSBURY),,,,"6,600",Surface water purchased,"
351 REYNOLDS ROAD
MOREAU, NY 12828",518-792-1030,MOREAU (T),Saratoga
"WALLACE, TOWN OF",,,,"5,825",Ground water,"311 E MURPHY STREET
WALLACE, NC 28466",910-285-2812,WALLACE,Duplin
NORTH PENN WATER AUTHORITY,,,,"91,941",Surface water purchased,"300 FORTY FOOT ROAD
LANSDALE, PA 19446",215-855-3617,,Montgomery
"PICO RIVERA - CITY, WATER DEPT.",,,,"40,605",Ground water,"6615 PASSONS BLVD.
PICO RIVERA, CA 90660",562-801-2436,PICO RIVERA,Los Angeles
PICO WD,,,,"25,284",Ground water,"P.O. BOX 758
PICO RIVERA, CA 90660",562-692-3756,,Los Angeles
VILLAGE OF GOLF,,,,"3,505",Ground water,"21 COUNTRY ROAD
VILLAGE OF GOLF, FL 33436-5299",561-732-0236,VILLAGE OF GOLF,Palm Beach
VILLAGE OF PINE RIDGE (CONSEC),,,,"4,075",Ground water purchased,"1020 LAKE SUMTER LANDING
THE VILLAGES, FL 32162",352-753-4747,THE VILLAGES,Sumter
MORNINGSIDE HEIGHTS WD / ERWIN (T),,,,"4,570",Ground water,"117 West Water Street
PAINTED POST, NY 14870",607-962-7021,ERWIN (T),Steuben
NORTH SEWICKLEY MUN WATER AUTH,,,,"4,578",Surface water purchased,"893 MERCER RD
BEAVER FALLS, PA 15010",724-846-7480,,Beaver
NORTH WALES WATER AUTHORITY,http://nwwater.com/go/ccr,http://nwwater.com,,"72,496",Surface water,"P.O.BOX 1339
NORTH WALES, PA 19454",215-699-4836,,Montgomery
PINE TRAILS UTILITY,,,,"6,969",Surface water purchased,"1106 CLAYTON LN STE 400W
AUSTIN, TX 78723-2476",512-990-4400,,Harris
WARREN COUNTY WATER SYSTEM,,,,"9,654",Surface water purchased,"PO BOX 577
WARRENTON, NC 27589",252-257-3645,WARRENTON,Warren
MORRISVILLE STATE COLLEGE,,,,"3,450",Ground water,"4028 AUGUSTA ROAD
MADISON, NY 13402",315-684-6323,EATON (T),Madison
"VILLAGES OF LAKE-SUMTER - WTPS 1, 3, ; 5",,,,"18,603",Ground water,"1894 LAUREL MANOR DR
THE VILLAGES, FL 32162",352-751-3939,THE VILLAGES,Lake
NORTHAMPTON BORO MUNI AUTH,,,,"40,000",Surface water,"1 CLEAR SPRINGS DR PO BOX 156
NORTHAMPTON, PA 18067",610-262-6711,,Northampton
NORTHAMPTON BUCKS CO MUN AUTH,,,,"36,750",Surface water purchased,"815 BUSTLETON PIKE
RICHBORO, PA 18954",215-355-1450,,Bucks
NORTHERN CAMBRIA MUNI WATER,,,,"4,500",Ground water,"1202 PHILADELPHIA AVE
NORTHERN CAMBRIA, PA 15714",814-948-5791,,Cambria
WASHINGTON COUNTY WATER SYSTEM,,,,"6,413",Ground water,"PO BOX 1007
PLYMOUTH, NC 27962",252-793-7545,ROPER,Washington
Sartell,,,,"17,147",Ground water,"Sartell City Hall
125 Pinecone Road North
Sartell, MN 56377-0140",3202587339,Sartell,Stearns
"WASHINGTON, CITY OF",,,,"13,000",Ground water,"PO BOX 1988
WASHINGTON, NC 27889",252-975-9310,WASHINGTON,Beaufort
WAHNETA WATER SYSTEM,,,,"4,500",Ground water,"106 EIGHTS WAHNETA STREET EAST
WINTER HAVEN, FL 33880",863-324-5389,WINTER HAVEN,Polk
WAKULLA REGIONAL (AKA GULF COAST),,,,"6,572",Ground water,"PO BOX 1679
QUINCY, FL 32353-1679",850-878-4414,QUINCY,Wakulla
Sauk Centre,,,,"4,457",Ground water,"101 Main Street South
Sauk Centre, MN 56378",3203515693,Sauk Centre,Stearns
Sauk Rapids,,,,"13,083",Ground water,"Sauk Rapids City Hall
250 Summit Avenue North
Sauk Rapids, MN 56379",3202585318,Sauk Rapids,Benton
MOUNT KISCO WATER DEPARTMENT,,,,"9,600",Surface water,"VILLAGE HALL - 104 Main Street
MOUNT KISCO, NY 10549",914-864-0033,MOUNT KISCO (V),Westchester
PLAINVIEW MUNICIPAL WATER SYSTEM,,,,"20,767",Surface water,"901 BROADWAY ST
PLAINVIEW, TX 79072-7317",806-296-1125,,Hale
Savage,,,,"30,285",Ground water,"Savage City Hall
6000 McColl Drive
Savage, MN 55378",9522243400,Savage,Scott
KALAMAZOO,http://www.kalamazoocity.org/portal/government.php?page_id=271,,,"192,992",Ground water,"241 W SOUTH ST
KALAMAZOO, MI 49007",269-337-8182,KALAMAZOO,Kalamazoo
MOUNT MORRIS VILLAGE,,,,"3,500",Surface water,"
,  ",,MOUNT MORRIS (V),Livingston
PINEDALE COUNTY WATER DISTRICT,,,,"16,735",Ground water,"480 W. BIRCH AVE.
PINEDALE, CA 93650",559-439-2362,,Fresno
PLANTATION MUD,,,,"4,383",Ground water,"1300 POST OAK BLVD STE 1400
HOUSTON, TX 77056-3078",713-623-4531,,Fort Bend
MOUNT VERNON WATER DEPARTMENT,,,,"67,292",Surface water purchased,"City Hall
1 Roosevelt Square
MOUNT VERNON, NY 10550",914-665-2360,MOUNT VERNON (C),Westchester
WAYNE WATER  DISTRICTS PURCHASE,,,,"16,302",Surface water purchased,"PO BOX 1583
GOLDSBORO, NC 27533-1583",919-731-2310,GOLDSBORO,Wayne
WAYNE WATER DISTRICTS,,,,"32,426",Ground water,"PO BOX 1583
GOLDSBORO, NC 27533-1583",919-731-2310,GOLDSBORO,Wayne
"WAYNESVILLE, TOWN OF",,,,"16,347",Surface water,"341 ROCKY BRANCH RD
WAYNESVILLE, NC 28786",828-456-8497,WAYNESVILLE,Haywood
WATER MGMT SERVICES (ST. GEORGE ISLAND),,,,"4,593",Ground water,"250 JOHN KNOX ROAD
SUITE #4
TALLAHASSEE, FL 32303",904-668-0440,ST GEORGE ISLAND,Franklin
NWWA WARRINGTON TOWNSHIP,http://www.warringtontownship.org/waterandsewer.cfm,http://www.warringtontownship.org/waterandsewer.cfm,,"21,588",Surface water purchased,"1560B EASTON ROAD
WARRINGTON, PA 18976",267-482-6940,,Bucks
"WEAVERVILLE, TOWN OF",,,,"6,638",Surface water,"P.O. BOX 338
WEAVERVILLE, NC 28787",828-658-2417,WEAVERVILLE,Buncombe
LAKE GENEVA UTILITY COMMISSION,,,,"7,107",Ground water,"PO Box 187
Lake Geneva, WI 53147-0187",,LAKE GENEVA,Walworth
WAUCHULA CITY WATER DEPARTMENT,,,,"5,000",Ground water,"CITY ADMINISTRATION BUILDING
126 S. SEVENTH AVE.
WAUCHULA, FL 33873",863-773-3535,WAUCHULA,Hardee
KALAMAZOO LAKE SEWER & WATER AUTHORITY,,,,"3,892",Ground water,"6449 OLD ALLEGAN RD
PO BOX 789
SAUGATUCK, MI 49453",269-857-2709,,Allegan
PLUM CREEK,,,,"7,065",Surface water purchased,"1620 GRAND AVENUE PKWY STE 140
PFLUGERVILLE, TX 78660-2185",512-219-2294,,Hays
LAKE HALLIE WATERWORKS VILLAGE OF,,,,"6,701",Ground water,"KRIS FITZSIMMONS
13136 30TH AVE
Chippewa Falls, WI 54729",,CHIPPEWA FALLS,Chippewa
PISMO BEACH WATER DEPARTMENT,,,,"8,213",Surface water purchased,"760 Mattie Road
PISMO BEACH, CA 93449",805-773-7054,,San Luis Obispo
PLACER CWA - AUBURN/BOWMAN,http://www.pcwa.net/water-resources/water-quality.html,,,"27,902",Surface water,"P.O. BOX 6570
AUBURN, CA 95604",530-823-4919,,Placer
WEATHERSFIELD,,,,"4,221",Ground water,"200 WEATHERSFIELD AVE
ALTAMONTE SPRINGS, FL 32714",407-869-1919,ALTAMONTE SPRINGS,Seminole
OAKMONT WATER AUTHORITY,,,,"40,299",Surface water,"PO BOX 73
OAKMONT, PA 15139",412-828-7220,,Allegheny
PLACER CWA - FOOTHILL,http://www.pcwa.net/water-resources/water-quality.html,,,"83,546",Surface water,"P.O. Box 6570
AUBURN, CA 95604",530-823-4848,,Placer
"PLACERVILLE, CITY OF - MAIN",,,,"10,762",Surface water purchased,"3101 CENTER STREET
PLACERVILLE, CA 95667",530-642-5223,,El Dorado
WEST CARTERET WATER CORP,,,,"15,679",Ground water,"4102 HWY 24
NEWPORT, NC 28570",252-393-1515,NEWPORT,Carteret
WARRENVILLE,,,,"12,709",Ground water,"3S258 MANNING AVENUE
WARRENVILLE, IL 60555",630-393-9050,WARRENVILLE,DuPage
POLONIA WSC NORTH,,,,"6,963",Ground water,"PO BOX 778
LOCKHART, TX 78644-0778",512-559-2030,,Caldwell
WEST IREDELL WATER CORPORATION,,,,"5,794",Surface water purchased,"PO BOX 5607
STATESVILLE, NC 28687",704-873-1658,STATESVILLE,Iredell
PLANADA CSD,,,,"4,500",Ground water,"P.O. BOX 905
PLANADA, CA 95365",209-382-0213,,Merced
WASCO SD,,,,"4,000",Ground water,"P.O. Box 9
WASCO, IL 60183",630-443-0111,,Kane
PONDEROSA FOREST UTILITY DISTRICT,,,,"8,883",Ground water,"10000 MEMORIAL DR STE 260
HOUSTON, TX 77024-3430",713-951-0800,,Harris
OIL CITY,,,,"10,564",Ground water,"21 SENECA STREET
OIL CITY, PA 16301",814-678-3012,,Venango
LAKE MILLS WATERWORKS,,,,"5,780",Ground water,"200 WATER ST
LAKE MILLS, WI 53551-1632",,LAKE MILLS,Jefferson
WASHINGTON,,,,"12,371",Ground water,"CITY OF WASHINGTON
301 WALNUT STREET
WASHINGTON, IL 61571",309-444-4527,WASHINGTON,Tazewell
WELLINGTON WTP,,,,"56,475",Ground water,"14000 GREENBRIAR BOULEVARD
WELLINGTON, FL 33414",561-791-4000,WELLINGTON,Palm Beach
WASHINGTON COUNTY WATER COMPANY,,,,"11,224",Surface water purchased,"P.O. BOX 284
NASHVILLE, IL 62263",618-327-9076,NASHVILLE,Washington
WEST WILKES WTR ASSOCIATION INC,,,,"12,202",Surface water purchased,"4309 BOONE TRAIL RD
MILLERS CREEK, NC 28651",336-838-5614,MILLER CREEK,Wilkes
WESTERN CAROLINA UNIV WTP,,,,"9,200",Surface water,"3476 OLD CULLOWHEE ROAD
ATTN WCU FACILITIES MGMT/WTR PLANT
CULLOWHEE, NC 28723-9052",828-227-3585,CULLOWHEE,Jackson
PORTER SUD,,,,"15,892",Ground water,"22162 WATERWELL RD
PORTER, TX 77365-5381",281-354-5922,,Montgomery
POSSUM KINGDOM WSC,,,,"5,400",Surface water,"1170 WILLOW RD
GRAFORD, TX 76449-3193",940-779-3100,,Palo Pinto
PLEASANT VALLEY MUTUAL WATER CO,,,,"5,000",Surface water purchased,"1863 East Las Posas Road
CAMARILLO, CA 93010",805-482-5061,,Ventura
WEST MELBOURNE WTR SYS(CONSEC),,,,"20,250",Surface water purchased,"2240 MINTON RD
WEST MELBOURNE, FL 32904",321-727-7700,WEST MELBOURNE,Brevard
POSTWOOD MUD,,,,"3,747",Ground water,"3700 BUFFALO SPEEDWAY STE 830
HOUSTON, TX 77098-3709",713-942-9922,,Harris
"WEST MIAMI, CITY OF",,,,"8,120",Ground water purchased,"901 SW 62ND AVE
WEST MIAMI, FL 33144",305-266-4214,WEST MIAMI,Miami-Dade
POTOSI WSC,,,,"6,768",Surface water purchased,"734 FM 1750
ABILENE, TX 79602-7712",325-529-3269,,Taylor
WATERLOO,,,,"10,190",Surface water purchased,"CITY HALL
100 WEST FOURTH ST
WATERLOO, IL 62298",618-939-8600,WATERLOO,Monroe
WEST PALM BEACH WTP,http://www.cityofwpb.com/utilities/quality.html,,,"102,000",Surface water,"401 CLEMATIS STREET, 4TH FLOOR
WEST PALM BEACH, FL 33401",561-494-1046,WEST PALM BEACH,Palm Beach
MVWA - MOHAWK VALLEY WATER AUTHORITY,http://www.mvwa.us/Water%20Quailty.htm,,,"126,250",Surface water,"MVWA
1 KENNEDY PLAZA
UTICA, NY 13502",315-792-0336,"DEERFIELD (T), MARCY (T), NEW HARTFORD (T), NEW HARTFORD (V), NEW YORK MILLS (V), ORISKANY (V), UTICA (C), WESTMORELAND (T), WHITESBORO (V), WHITESTOWN (T), YORKVILLE (V)",Oneida
WATSEKA,,,,"5,500",Ground water,"201 BRIANNA DRIVE
WATSEKA, IL 60970",815-432-2930,WATSEKA,Iroquois
PLUMAS LAKE,,,,"7,993",Ground water,"P.O. Box 670
1970 9th Avenue
OLIVEHURST, CA 95961",530-743-8573,,Yuba
PRAIRIE VIEW A&M UNIVERSITY,,,,"9,550",Ground water,"PO BOX 519
MS 1300
PRAIRIE VIEW, TX 77446-0519",936-261-2111,,Waller
WAUCONDA,,,,"13,603",Surface water purchased,"302 Slocum Lake Road
WAUCONDA, IL 60084",,WAUCONDA,Lake
WAUKEGAN,,,,"88,182",Surface water,"1700 N. McAree Rd.
WAUKEGAN, IL 60085",847-625-6832,WAUKEGAN,Lake
KENSINGTON WATER PARK,,,,"3,325",Ground water,"13000 HIGH RIDGE DR
BRIGHTON, MI 48114",810-227-2757,,Oakland
WHISPERING PINES DEVELOPMENT,,,,"4,178",Surface water purchased,"PO BOX 240908
CHARLOTTE, NC 28224",800-525-7990,WHISPERING PINES,Moore
PRESTONWOOD FOREST UTILITY DISTRICT,,,,"5,940",Ground water,"10000 MEMORIAL DR STE 260
HOUSTON, TX 77024-3430",281-376-8802,,Harris
PRITCHETT WATER SUPPLY CORPORATION,,,,"8,943",Ground water,"3670 STATE HIGHWAY 155 S
GILMER, TX 75645-8063",903-734-5438,,Upshur
Shakopee,http://www.shakopeeutilities.com/2011_CCR.pdf,http://www.shakopeeutilities.com,,"40,610",Ground water,"255 Sarazin Street, P.O. Box 470
Shakopee, MN 55379-0470",9522331504,Shakopee,Scott
"WHITE LAKE, TOWN OF",,,,"5,862",Ground water,"PO BOX 7250
WHITE LAKE, NC 28337",910-862-4800,WHITE LAKE,Bladen
"WILDWOOD, CITY OF (7 WPS)",,,,"20,838",Ground water,"100 N MAIN ST.
WILDWOOD, FL 34785",352-330-1346,WILDWOOD,Sumter
WEST CHICAGO,,,,"27,086",Ground water,"475 MAIN STREET
WEST CHICAGO, IL 60185",630-293-2255,WEST CHICAGO,DuPage
WEST DUNDEE,,,,"7,331",Ground water,"900 ANGLE TARN
WEST DUNDEE, IL 60118",847-551-3815,WEST DUNDEE,Kane
WEST FRANKFORT,,,,"9,475",Surface water purchased,"110 N. Jefferson
WEST FRANKFORT, IL 62896",618-932-3262,WEST FRANKFORT,Franklin
KENTWOOD,http://www.ci.kentwood.mi.us/cityhall/Departments/water/documents.asp,http://www.ci.kentwood.mi.us/,,"36,072",Surface water purchased,"4900 BRETON RD SE
KENTWOOD, MI 49508-5206",616-554-0033,KENTWOOD,Kent
"POMONA - CITY, WATER DEPT.",http://www.ci.pomona.ca.us/city_departments/public_works/water_waste_water_operations_services.php,,,"155,306",Surface water,"148 N. HUNTINGTON ST.
POMONA, CA 91768",909-620-2253,POMONA,Los Angeles
QUAIL VALLEY UTILITY DISTRICT,,,,"13,317",Ground water,"3134 CARTWRIGHT RD
MISSOURI, TX 77459-2543",713-301-0343,,Fort Bend
"WILTON MANORS, CITY OF",,,,"11,700",Ground water purchased,"2020 WILTON DRIVE
WILTON MANORS, FL 33305",954-390-2190,WILTON MANORS,Broward
"WHITEVILLE, CITY OF",,,,"5,426",Ground water,"PO BOX 607
WHITEVILLE, NC 28472",910-642-5818,WHITEVILLE,Columbus
WINCO UTILITIES W/S,,,,"3,545",Ground water,"PO BOX 6937
JACKSONVILLE, FL 32236",904-270-9262,CRAWFORDVILLE,Wakulla
NEW CASTLE/STANWOOD W.D.,,,,"16,800",Surface water purchased,"200 South Greeley Avenue
CHAPPAQUA, NY 10514",914-238-7281,NEW CASTLE (T),Westchester
WEST SUBURBAN WATER COMMISSION,,,,"19,640",Surface water purchased,"7000 SOUTH ARCHER ROAD
JUSTICE, IL 60458",708-458-7010,JUSTICE,Cook
R C H WSC,,,,"5,682",Surface water purchased,"PO BOX 2034
ROCKWALL, TX 75087-4434",972-722-0120,,Rockwall
WINTER GARDEN WATER DEPT (3 WPS),,,,"74,326",Ground water,"171 E PALMETTO ST
WINTER GARDEN, FL 34787",407-656-5549,WINTER GARDEN,Orange
